Scheme_ID,Budget_Crore,Allocated_Funds,Beneficiaries_Lakhs,Corruption_Cases,Fraud_Cases,Income_Criteria
,37370,64883,30.01,41,14,Below 2L
SCM1550,16936,53710,243.86,2,3,Below 2L
SCM1551,20388,60089,84.37,9,0,No Limit
SCM1552,22480,96548,314.91,17,9,Above 5L
SCM1553,45969,55033,222.58,9,11,2L-5L
,49829,58721,85.65,35,6,Above 5L
SCM1555,20403,33786,206.03,27,0,No Limit
SCM1556,44072,83545,116.43,2,11,Above 5L
SCM1557,7417,39319,326.58,19,4,No Limit
,3364,44601,147.64,17,13,2L-5L
SCM1559,18415,30037,,48,16,2L-5L
SCM1560,37110,17361,7.18,36,8,Above 5L
SCM1561,12793,94435,201.77,19,14,No Limit
SCM1562,16666,29892,308.58,9,9,2L-5L
SCM1563,24911,89885,11.4,33,9,2L-5L
SCM1564,33505,22291,108,21,3,Above 5L
,19956,92921,163.78,20,3,Above 5L
SCM1566,49776,20601,11.02,Unknown,14,2L-5L
SCM1567,27466,14267,273.39,15,14,No Limit
,47070,18527,315.47,41,11,No Limit
SCM1569,35238,95102,569.2,34,16,No Limit
SCM1570,42344,39316,271.79,35,9,Below 2L
SCM1571,42783,71540,499.56,0,11,No Limit
SCM1572,10738,43854,443.47,11,2,2L-5L
,20916,5563,29.42,12,,Above 5L
SCM1574,20698,24384,64.03,7,19,2L-5L
SCM1575,42641,69272,247.25,30,16,Above 5L
SCM1576,10752,20070,122.68,4,15,2L-5L
SCM1577,17063,42205,40.58,43,2,Above 5L
,48611,74576,127.35,35,,Above 5L
SCM1579,32323,96653,30.68,46,15,Above 5L
SCM1580,31124,35740,265,24,,Above 5L
SCM1581,4041,2381,245.18,44,14,Below 2L
SCM1582,8487,58013,3.26,12,1,Below 2L
SCM1583,8624,76335,241.31,34,11,No Limit
SCM1584,35959,72779,259.95,31,5,2L-5L
SCM1585,37586,98816,302.89,7,6,No Limit
SCM1586,41717,65150,485.05,21,14,2L-5L
SCM1587,25379,13100,491.35,5,17,Below 2L
SCM1588,26125,30392,263.51,48,14,2L-5L
SCM1589,17736,25524,422.61,10,18,Above 5L
SCM1590,41583,82645,,6,6,Above 5L
SCM1591,43324,73834,265.62,14,4,Above 5L
SCM1592,13377,90387,339.48,3,19,Above 5L
SCM1593,48818,59136,282.41,39,19,2L-5L
SCM1594,35290,48388,,33,15,Above 5L
SCM1595,41095,53301,31.42,42,13,No Limit
SCM1596,41835,76089,193.4,39,5,Above 5L
SCM1597,49279,95657,323.86,21,6,Below 2L
SCM1598,7639,78062,495.86,29,9,2L-5L
SCM1599,32953,68482,118.34,18,8,Above 5L
SCM1600,26911,53088,458.9,36,3,2L-5L
SCM1601,27028,63330,34.22,49,10,2L-5L
SCM1602,7009,52988,465.5,37,0,No Limit
SCM1603,28169,19007,416.2,29,7,No Limit
SCM1604,46184,15435,10.57,31,,2L-5L
SCM1605,37521,37128,149.16,18,2,Below 2L
SCM1606,8133,68988,25.57,24,2,2L-5L
SCM1607,10848,46547,497.75,36,18,Above 5L
SCM1608,46793,65594,213.98,44,18,Below 2L
SCM1609,5166,71413,,22,5,2L-5L
,45372,16383,117.17,11,5,Below 2L
SCM1611,48764,99688,466.87,8,19,Above 5L
SCM1612,49508,14062,137.16,36,11,2L-5L
SCM1613,12098,97256,130.18,16,8,Above 5L
SCM1614,13864,40898,157.37,49,12,Below 2L
SCM1615,34315,93350,231.3,34,4,No Limit
SCM1616,45479,14078,9.36,46,6,Below 2L
SCM1617,15958,61674,298.96,48,,2L-5L
,38568,57206,15.93,40,18,Below 2L
,36211,52885,269.65,29,1,Below 2L
SCM1620,17177,46546,229,3,7,2L-5L
SCM1621,10357,60744,121.35,40,3,2L-5L
SCM1622,47310,43142,164.95,3,12,2L-5L
SCM1623,44660,58490,352.86,23,17,Below 2L
SCM1624,45280,18302,4.9,2,2,2L-5L
SCM1625,3765,2354,158.39,8,,Above 5L
SCM1626,35542,22256,340.18,10,4,No Limit
SCM1627,43458,36790,76.22,31,15,Above 5L
SCM1628,16834,91038,280.24,42,19,Below 2L
SCM1629,8940,55584,84.55,39,1,2L-5L
SCM1630,12162,51375,77.47,28,7,Below 2L
SCM1631,7144,84495,386.16,33,13,Above 5L
SCM1632,2163,91226,133.34,47,9,Above 5L
SCM1633,22413,5735,187.95,33,5,Below 2L
SCM1634,27187,84179,365.04,20,7,2L-5L
SCM1635,45879,84979,89.84,24,13,2L-5L
SCM1636,40281,78380,265.92,20,10,2L-5L
,18305,48423,458.92,19,13,Below 2L
SCM1638,12564,82167,276.96,23,17,Below 2L
SCM1639,43650,13014,24.52,4,7,Below 2L
SCM1640,27232,71446,294.89,40,17,2L-5L
SCM1641,42738,49693,45.17,1,10,No Limit
SCM1642,37527,19160,141.13,8,10,2L-5L
SCM1643,35148,51597,424.85,42,1,2L-5L
SCM1644,3849,45107,5.63,7,1,No Limit
SCM1645,35406,66180,38.6,31,17,Above 5L
SCM1646,25692,47957,181.75,6,11,Above 5L
SCM1647,49695,50404,499.7,37,2,Above 5L
SCM1648,18551,93883,146,19,18,No Limit
SCM1649,28358,7795,78.72,46,3,No Limit
SCM1650,44858,4827,274.76,14,1,2L-5L
SCM1651,35402,77159,259.68,38,13,2L-5L
SCM1652,32956,48515,224.86,27,15,No Limit
SCM1653,21721,31461,473.33,30,16,No Limit
SCM1654,6677,29415,140.15,21,19,Below 2L
SCM1655,19794,21691,146.73,39,15,2L-5L
SCM1656,8363,36205,70.21,48,17,Above 5L
SCM1657,17305,69291,348.67,23,18,No Limit
SCM1658,8172,29966,,33,2,2L-5L
SCM1659,45406,9733,401.39,8,12,Above 5L
SCM1660,43976,3430,485.88,1,12,No Limit
SCM1661,40230,97677,21.94,44,2,2L-5L
SCM1662,43102,46985,496.56,24,,Below 2L
SCM1663,5791,41389,127.13,11,10,Above 5L
SCM1664,22213,15604,210.11,3,,2L-5L
SCM1665,2053,66574,,39,2,Below 2L
SCM1666,5063,25759,332.7,12,19,2L-5L
SCM1667,38854,76180,389.24,28,9,Above 5L
SCM1668,40620,39377,233.22,31,19,No Limit
SCM1669,27969,97777,458.04,26,8,No Limit
SCM1670,11545,12870,,29,10,2L-5L
SCM1671,37859,71188,154.68,45,15,2L-5L
SCM1672,20285,5289,2371.25,38,10,Below 2L
SCM1673,8547,31372,480.53,0,19,No Limit
SCM1674,34799,72185,207.59,10,11,2L-5L
SCM1675,33740,32675,326.02,22,4,Above 5L
SCM1676,8054,52466,407.4,48,9,2L-5L
SCM1677,18045,45648,408.67,16,1,No Limit
SCM1678,38394,32770,7.16,14,15,2L-5L
SCM1679,13020,74687,314.54,26,7,Below 2L
SCM1680,30084,60846,486.85,9,16,2L-5L
SCM1681,5660,25369,115.75,15,5,2L-5L
SCM1682,15489,71554,397.82,36,17,No Limit
SCM1683,24365,40549,267.17,27,5,Below 2L
SCM1684,41953,81076,110.81,1,3,No Limit
SCM1685,7815,26512,25.61,38,12,Below 2L
SCM1686,19168,20963,379.98,34,15,No Limit
SCM1687,9538,21822,158.3,14,9,Above 5L
SCM1688,49998,63892,187.86,10,5,Above 5L
SCM1689,5343,11434,242.67,32,12,Above 5L
SCM1690,28729,53580,253.65,15,11,2L-5L
SCM1691,39694,37925,,10,2,2L-5L
SCM1692,4185,47125,1676.75,19,17,Above 5L
SCM1693,38985,6323,346.3,18,15,2L-5L
SCM1694,17490,94052,71.24,38,14,Below 2L
SCM1695,24613,37338,266.5,49,0,Above 5L
SCM1696,20794,96630,304.67,22,18,2L-5L
SCM1697,41950,6609,93.21,9,5,No Limit
SCM1698,43551,90095,447.24,7,14,2L-5L
SCM1699,14984,51665,241.46,1,4,2L-5L
SCM1700,2976,91609,,6,,Below 2L
SCM1701,26307,12299,167.26,25,1,Below 2L
SCM1702,5656,13067,238.53,39,14,Below 2L
SCM1703,20591,30929,5.17,18,13,Below 2L
SCM1704,38109,32215,80.25,5,8,No Limit
SCM1705,48774,35493,27.85,32,8,Above 5L
SCM1706,47782,11339,269.11,10,5,Above 5L
SCM1707,32325,41811,168.11,35,8,Above 5L
SCM1708,38537,54966,446.56,11,13,No Limit
SCM1709,5499,97264,,27,4,2L-5L
,41801,37735,379.97,8,1,No Limit
SCM1711,13748,9376,343.6,22,5,Above 5L
,30987,15796,260.21,39,11,2L-5L
SCM1713,43036,75271,372.39,5,0,No Limit
SCM1714,40363,89864,272.4,49,2,2L-5L
,48473,8063,192.79,18,18,Above 5L
SCM1716,21904,13547,217.96,19,5,No Limit
SCM1717,31019,2647,419.27,17,1,Above 5L
,47072,45126,281.68,26,12,2L-5L
SCM1719,28247,2950,188.71,32,17,Above 5L
SCM1720,19395,1880,89.95,28,3,Above 5L
SCM1721,6997,13588,247.73,8,1,Above 5L
SCM1722,11376,51096,126.28,44,16,Above 5L
SCM1723,38353,48915,477.79,43,2,2L-5L
SCM1724,5938,93521,245.54,49,14,Below 2L
SCM1725,17257,91504,,26,10,Below 2L
SCM1726,2244,5875,46.53,38,8,Above 5L
SCM1727,14506,43921,142.23,10,1,2L-5L
SCM1728,42052,44801,46.17,49,5,Below 2L
SCM1729,26514,70136,,41,4,Above 5L
SCM1730,38848,65344,427.19,7,11,2L-5L
,47560,53187,485.43,13,12,Below 2L
SCM1732,29583,83072,353.26,45,10,Above 5L
SCM1733,47747,51024,322.77,12,10,Above 5L
,11613,76107,461.76,6,,Above 5L
SCM1735,44902,55429,473.2,14,4,No Limit
SCM1736,26551,78426,438.76,37,4,2L-5L
SCM1737,41009,3451,430.75,43,5,Above 5L
SCM1738,48191,93112,335.88,42,8,2L-5L
SCM1739,41063,94265,0.9,17,11,No Limit
SCM1740,22772,83552,214.82,35,2,2L-5L
SCM1741,41224,39538,317.87,30,16,Below 2L
SCM1742,12731,12548,273.61,3,14,2L-5L
,34765,35884,,12,2,Above 5L
SCM1744,32391,85533,409.47,38,18,No Limit
SCM1745,21917,78352,299.38,29,7,Above 5L
SCM1746,11532,21340,11.09,18,4,2L-5L
SCM1747,19051,58538,184.73,3,5,Below 2L
SCM1748,8230,88761,114.49,0,0,Above 5L
SCM1749,44567,39070,169.46,39,9,2L-5L
SCM1750,23236,8495,308.68,31,8,No Limit
SCM1751,2659,23758,33.32,11,12,No Limit
SCM1752,14844,833,11.22,11,9,2L-5L
SCM1753,31255,60046,218.49,19,6,No Limit
SCM1754,42398,70212,396.81,10,14,Below 2L
SCM1755,21121,34752,15.45,48,9,2L-5L
SCM1756,17096,73076,424.54,29,19,No Limit
SCM1757,13287,49884,192,48,16,2L-5L
,36002,69922,59.21,43,0,Below 2L
SCM1759,18106,90956,283.79,30,15,No Limit
SCM1760,16475,24671,476.19,27,0,2L-5L
SCM1761,30258,56180,271.3,43,12,2L-5L
SCM1762,47778,21249,343.35,48,2,No Limit
SCM1763,3169,75633,408.23,28,3,Below 2L
SCM1764,6586,23579,399.69,40,19,Below 2L
SCM1765,17739,73654,36.65,21,13,2L-5L
SCM1766,35528,11741,370.52,44,11,Below 2L
SCM1767,28900,41212,474.73,48,3,Below 2L
SCM1768,25718,66872,1751.8,28,4,2L-5L
SCM1769,37320,74636,418.24,0,13,2L-5L
SCM1770,11969,36019,242.83,20,18,2L-5L
SCM1771,4276,90927,159.6,30,11,No Limit
SCM1772,36554,43028,338.15,26,5,2L-5L
SCM1773,26580,30911,,34,3,No Limit
SCM1774,31600,94503,447.65,7,11,Below 2L
SCM1775,5337,36442,487.19,Unknown,0,Below 2L
SCM1776,26553,24894,409.92,7,5,2L-5L
SCM1777,890,72852,496.34,5,16,Below 2L
SCM1778,47695,29443,174.25,14,2,No Limit
SCM1779,47054,78070,447.89,20,4,No Limit
SCM1780,41284,27896,165.03,36,6,Above 5L
SCM1781,14854,4827,59.11,5,8,Below 2L
SCM1782,13167,94641,310.72,28,9,Below 2L
SCM1783,16709,12907,227.55,24,15,2L-5L
SCM1784,28081,60771,460.86,22,7,Below 2L
SCM1785,19663,10110,246.15,37,17,2L-5L
SCM1786,9103,63432,463.82,26,17,2L-5L
SCM1787,27168,75708,39.41,41,13,Above 5L
SCM1788,47096,47198,415.27,22,14,2L-5L
SCM1789,4323,69759,379.58,18,9,Below 2L
SCM1790,24004,62494,360.02,27,19,No Limit
SCM1791,36934,36058,177.63,33,19,No Limit
SCM1792,20846,38181,391.9,6,17,No Limit
SCM1793,31504,14297,241.7,12,19,2L-5L
SCM1794,21507,8859,357.63,3,17,2L-5L
,20793,35776,276.16,10,16,No Limit
SCM1796,33114,50070,,49,1,Above 5L
SCM1797,22221,59308,32.37,20,13,No Limit
SCM1798,26503,51371,183.16,20,1,Above 5L
SCM1799,11737,92687,466.4,42,5,Above 5L
SCM1800,8712,40522,264.91,44,18,Below 2L
SCM1801,30510,82946,401.12,41,15,No Limit
SCM1802,5260,39547,288.02,25,6,No Limit
SCM1803,34239,93247,478.96,30,3,2L-5L
SCM1804,7828,33148,,48,17,Below 2L
SCM1805,4338,85914,28.62,3,9,No Limit
SCM1806,26864,67412,390.36,2,1,2L-5L
SCM1807,18564,90962,352.76,38,17,2L-5L
SCM1808,32043,12719,263.81,47,3,No Limit
SCM1809,30938,46750,163.26,20,7,2L-5L
SCM1810,6019,30258,94.21,37,10,2L-5L
SCM1811,37192,77510,241.19,17,11,Above 5L
SCM1812,7897,80533,333.13,32,2,Above 5L
SCM1813,22567,64369,289.49,41,5,Above 5L
SCM1814,23836,93141,218.8,34,3,Above 5L
SCM1815,9121,91956,269.89,31,17,2L-5L
SCM1816,3158,32105,,10,12,No Limit
SCM1817,9141,88460,347.95,38,2,No Limit
SCM1818,38202,71341,1835.75,30,3,2L-5L
SCM1819,1253,95613,,29,11,Above 5L
,37808,60628,135.33,37,14,No Limit
SCM1821,47475,45505,46.15,45,10,2L-5L
SCM1822,12121,4329,499.12,19,10,Above 5L
SCM1823,27358,81913,296.71,39,10,No Limit
SCM1824,35947,40711,232.92,25,12,No Limit
SCM1825,49654,72177,231.55,10,14,Above 5L
SCM1826,19459,98721,,1,14,Below 2L
SCM1827,26278,97727,329.96,38,16,Above 5L
SCM1828,13014,91982,84.41,16,,2L-5L
SCM1829,7636,15759,,23,5,No Limit
SCM1830,33848,43112,387.12,29,6,2L-5L
SCM1831,39548,23129,,36,13,Below 2L
SCM1832,46232,88499,154.84,5,0,No Limit
SCM1833,10586,55937,495.61,48,19,2L-5L
SCM1834,2484,4152,467.83,22,5,No Limit
SCM1835,44412,61666,470.79,46,17,Below 2L
,45188,63832,65.92,34,8,2L-5L
SCM1837,41858,85693,117.2,49,1,No Limit
SCM1838,10887,51777,221.09,46,16,2L-5L
SCM1839,34234,97605,416.08,25,10,Below 2L
SCM1840,35806,35309,368.44,24,18,2L-5L
SCM1841,17746,40661,424.85,35,12,No Limit
SCM1842,6287,59076,460.39,20,15,Below 2L
SCM1843,8595,88079,390.41,41,11,Below 2L
SCM1844,9985,49689,130.96,42,8,Above 5L
SCM1845,18800,73554,142.79,22,7,No Limit
SCM1846,15118,77143,176.31,0,13,Above 5L
SCM1847,30528,68583,151.61,9,17,2L-5L
SCM1848,29171,61993,124.62,24,8,Below 2L
SCM1849,31422,22575,376.27,21,11,Above 5L
SCM1850,7214,59618,17.09,46,16,Below 2L
SCM1851,6674,84712,364.22,7,14,Below 2L
SCM1852,25096,61303,411.8,40,18,2L-5L
SCM1853,26854,45272,33.12,32,9,2L-5L
SCM1854,38397,77258,31.02,11,3,No Limit
SCM1855,3909,38668,142.8,47,4,Above 5L
SCM1856,46404,68390,104.23,38,6,2L-5L
SCM1857,17650,39042,,11,18,2L-5L
SCM1858,29349,76288,337.76,11,11,Above 5L
SCM1859,41599,28389,317.11,10,4,Above 5L
SCM1860,38199,9458,178.74,47,0,Below 2L
SCM1861,21513,35760,249.25,7,4,2L-5L
SCM1862,4787,52564,320.03,7,18,Above 5L
SCM1863,38225,26120,59.8,36,15,Above 5L
SCM1864,21223,91696,114.83,48,19,Below 2L
SCM1865,331950,66252,445.26,15,12,No Limit
SCM1866,27535,24086,171.23,35,,2L-5L
SCM1867,21722,70410,400.6,17,2,Above 5L
SCM1868,10385,10723,125.57,43,11,Above 5L
SCM1869,43191,75447,20.92,20,0,2L-5L
SCM1870,25027,8675,250.25,3,19,Below 2L
SCM1871,5391,89642,446.25,49,18,2L-5L
SCM1872,41293,65928,409.66,6,14,Below 2L
SCM1873,48408,94809,,33,19,No Limit
SCM1874,3222,39563,454.98,33,18,2L-5L
SCM1875,4976,68400,239.91,44,17,Below 2L
SCM1876,19212,13421,24.59,35,19,Below 2L
SCM1877,46574,36044,14.06,36,9,2L-5L
,9224,81403,242.61,29,9,Above 5L
SCM1879,1923,83311,273.21,25,18,No Limit
,36941,48872,40.05,11,9,2L-5L
SCM1881,10487,46578,461.13,10,11,No Limit
SCM1882,37263,5207,359.14,28,19,Above 5L
SCM1883,38919,60593,400.66,2,3,No Limit
SCM1884,34344,84693,292.05,10,19,Below 2L
SCM1885,19080,18779,331.81,8,8,No Limit
SCM1886,24324,92406,193.99,25,11,Above 5L
SCM1887,7221,91651,339.68,7,18,2L-5L
SCM1888,2530,42468,489.09,20,18,No Limit
SCM1889,8054,50824,323.89,7,6,Below 2L
SCM1890,11981,73825,170.88,41,18,2L-5L
SCM1891,17017,95156,142.69,5,14,Above 5L
,17740,29498,481.68,17,9,No Limit
SCM1893,12185,97547,92.58,5,3,Above 5L
SCM1894,26359,51165,403.12,20,4,2L-5L
SCM1895,23197,66668,232.68,43,3,Above 5L
SCM1896,3078,92039,221.94,47,8,Above 5L
,4432,2965,373.79,47,18,Below 2L
SCM1898,20137,94412,74.1,22,8,2L-5L
SCM1899,35881,84583,233.2,35,18,Below 2L
SCM1900,15189,77209,18.01,17,13,2L-5L
SCM1901,23584,41615,335.24,26,5,No Limit
,14108,99096,29.28,44,14,Above 5L
SCM1903,18248,23856,43.74,2,,2L-5L
SCM1904,3930,99980,422.43,11,11,No Limit
SCM1905,3058,56511,221.53,19,14,Below 2L
,26098,94622,100.57,18,3,Below 2L
SCM1907,1640,74218,296.33,22,19,No Limit
SCM1908,30777,31941,259.69,4,4,No Limit
,29201,10132,,18,5,2L-5L
SCM1910,41582,41754,452.72,11,,No Limit
SCM1911,44067,19327,374.75,27,19,No Limit
SCM1912,7153,93144,75.88,36,1,Above 5L
SCM1913,5770,21185,285.43,33,5,No Limit
SCM1914,43558,81287,44.46,15,6,Below 2L
SCM1915,47130,89829,122.4,3,10,Above 5L
SCM1916,48215,72069,454.94,46,4,Below 2L
SCM1917,10381,38589,231.09,41,8,Below 2L
SCM1918,18222,47480,446.06,5,7,Above 5L
SCM1919,2633,84531,83.08,6,8,Below 2L
SCM1920,10856,55183,102.75,33,0,Above 5L
,25174,41944,176.48,3,13,Below 2L
SCM1922,18902,96153,183.23,14,11,No Limit
SCM1923,37944,39112,372.66,12,9,2L-5L
SCM1924,27422,65818,299.75,8,18,2L-5L
SCM1925,49736,20062,276.67,36,12,No Limit
SCM1926,17148,30450,301.23,16,13,2L-5L
SCM1927,49879,99124,366.12,37,3,2L-5L
SCM1928,9976,82368,446.42,13,16,2L-5L
SCM1929,37155,71395,207.43,36,18,No Limit
SCM1930,46924,65120,401.48,30,4,Below 2L
SCM1931,15271,75193,247.6,1,11,Below 2L
SCM1932,42304,16357,361.07,45,6,Below 2L
SCM1933,5266,65520,437.42,18,0,2L-5L
SCM1934,10466,79110,16.2,18,3,No Limit
SCM1935,20358,41125,273.36,12,8,No Limit
SCM1936,43834,84630,,20,18,No Limit
SCM1937,13083,10569,248.16,30,14,2L-5L
SCM1938,25815,11224,432.17,43,18,Above 5L
SCM1939,31185,56062,93.03,27,19,Above 5L
SCM1940,45178,63948,,0,6,2L-5L
SCM1941,27878,52365,435.17,34,4,2L-5L
SCM1942,11490,35069,215.82,9,16,Above 5L
SCM1943,21024,22433,243.41,7,6,No Limit
SCM1944,45932,49478,41.1,12,16,No Limit
SCM1945,43104,74374,21.18,18,3,Above 5L
SCM1946,40344,56471,234.41,2,12,Above 5L
SCM1947,807,76008,421.75,2,2,2L-5L
SCM1948,41492,83293,465.67,26,17,No Limit
SCM1949,25148,99947,329.36,17,7,Above 5L
SCM1950,49193,78221,413.22,34,16,Below 2L
SCM1951,32915,40696,367.45,43,4,Below 2L
SCM1952,34782,62011,350.77,33,0,Below 2L
SCM1953,17589,77585,384.54,29,6,No Limit
SCM1954,48258,98043,252.7,7,10,2L-5L
SCM1955,17051,29335,229.02,20,18,Below 2L
SCM1956,41539,32317,79.66,45,11,No Limit
SCM1957,11552,59622,421.92,18,11,Above 5L
SCM1958,28735,5232,22.4,42,0,Above 5L
SCM1959,32847,860,133.8,47,10,2L-5L
SCM1960,33896,57602,260.01,45,12,2L-5L
SCM1961,28033,10949,485.8,39,9,No Limit
SCM1962,34681,51178,393.01,29,11,Below 2L
SCM1963,38381,88858,184.4,26,14,Below 2L
SCM1964,21287,32703,357,19,14,Below 2L
SCM1965,23053,67041,465.69,13,11,No Limit
SCM1966,33918,76574,269.49,11,16,Above 5L
SCM1967,24802,42852,231.02,48,15,2L-5L
SCM1968,6378,94789,276.54,22,2,2L-5L
SCM1969,44666,48278,155.83,11,15,2L-5L
,18136,9497,453.68,43,7,Below 2L
SCM1971,475950,19022,398.66,43,15,No Limit
SCM1972,24683,94779,352.77,38,17,Below 2L
SCM1973,4808,7062,1472.95,41,17,Above 5L
SCM1974,9576,49319,484.74,29,15,Above 5L
SCM1975,5418,40531,148.92,47,14,Above 5L
SCM1976,29369,58876,141.64,26,2,Above 5L
SCM1977,38727,33951,121.14,23,6,Below 2L
SCM1978,45541,43067,370.91,2,7,2L-5L
SCM1979,24854,30324,398.66,29,19,Above 5L
SCM1980,39461,35340,298.6,34,17,2L-5L
SCM1981,20079,8595,326.03,32,4,No Limit
SCM1982,5010,64945,174.55,36,4,Below 2L
SCM1983,36122,85347,19.97,39,12,No Limit
SCM1984,4553,16599,,48,8,No Limit
SCM1985,21281,40905,292.19,15,12,No Limit
SCM1986,23465,29060,406.49,47,16,2L-5L
SCM1987,26426,87408,388.62,17,13,No Limit
SCM1988,40805,41342,89.83,17,,No Limit
SCM1989,4277,14242,25.82,13,1,Above 5L
,3529,99555,425.29,31,9,Below 2L
SCM1991,33052,75548,37.89,11,6,Below 2L
SCM1992,36001,52876,196.72,41,13,2L-5L
SCM1993,5078,22975,47.2,1,3,No Limit
SCM1994,41566,23778,,25,15,Above 5L
SCM1995,13873,86960,181.73,22,14,Above 5L
SCM1996,6274,55844,101.33,34,7,Above 5L
SCM1997,21896,95181,297.62,32,6,No Limit
SCM1998,11977,69439,181.76,40,13,No Limit
SCM1999,17822,4658,83.48,24,3,Above 5L
SCM2000,22655,16397,350.07,3,0,Above 5L
SCM2001,47325,71577,2092.1,20,12,Below 2L
SCM2002,13662,70287,136.94,47,10,Below 2L
SCM2003,6646,21492,93.29,3,5,Above 5L
SCM2004,25358,78901,37.72,30,0,Below 2L
SCM2005,11806,91293,,48,2,Above 5L
SCM2006,29043,77819,415.66,14,6,Below 2L
SCM2007,22415,44453,125.47,3,5,Below 2L
SCM2008,10452,45309,230.37,3,9,2L-5L
SCM2009,34597,65468,80.49,43,14,Below 2L
SCM2010,9709,65319,202.16,2,4,Below 2L
SCM2011,45074,27646,7.82,4,11,Below 2L
SCM2012,32886,87031,455.37,18,4,Above 5L
SCM2013,27328,84113,338.32,37,9,2L-5L
SCM2014,49716,75635,166.47,31,1,Below 2L
SCM2015,8982,12164,440.61,8,,No Limit
SCM2016,16368,66300,91.55,2,0,Below 2L
SCM2017,5410,13305,39.46,33,9,No Limit
SCM2018,46672,31160,471.32,24,5,Below 2L
SCM2019,24563,99552,154.58,9,7,Below 2L
SCM2020,11353,45544,467.99,31,5,Above 5L
SCM2021,20504,95988,318.84,4,16,No Limit
SCM2022,49414,15594,490.02,28,18,Above 5L
SCM2023,9927,62725,376.74,6,15,No Limit
SCM2024,11038,57215,52.83,14,12,2L-5L
SCM2025,33162,53679,426.13,1,13,No Limit
SCM2026,25254,27591,74.02,9,,No Limit
SCM2027,7340,57290,346.13,10,7,Above 5L
SCM2028,39712,70002,250.25,39,18,Above 5L
SCM2029,1685,52970,353.89,20,13,No Limit
SCM2030,10641,68932,382.52,11,18,Below 2L
SCM2031,5527,53800,401.85,3,10,2L-5L
SCM2032,26847,82074,,27,19,Above 5L
SCM2033,23296,98393,423.63,28,14,No Limit
SCM2034,15720,87524,206.35,12,,2L-5L
SCM2035,49446,24938,444.63,49,12,Above 5L
SCM2036,9133,57409,359.82,17,10,No Limit
,31170,45429,419.5,26,10,Below 2L
SCM2038,47022,1504,494.6,2,14,No Limit
SCM2039,49204,73251,58.3,34,5,Above 5L
SCM2040,12299,88992,185.35,38,8,Above 5L
SCM2041,12876,60414,403.29,21,2,Above 5L
SCM2042,22827,3668,43.24,16,18,No Limit
SCM2043,3031,29568,270.44,27,9,Below 2L
SCM2044,14943,62606,429.21,37,9,Below 2L
SCM2045,5799,32177,9.59,15,5,Below 2L
SCM2046,21324,35839,469.77,4,13,No Limit
SCM2047,27421,78296,489.07,21,4,Below 2L
SCM2048,7736,51378,161.21,16,3,Below 2L
SCM2049,1960,52706,383.42,10,12,2L-5L
SCM2050,15089,34934,63.68,21,2,2L-5L
SCM2051,48105,42231,386.45,43,12,Below 2L
SCM2052,37235,22274,240.81,43,6,No Limit
SCM2053,46522,40655,430.15,35,11,No Limit
SCM2054,35039,65675,106.38,40,10,Below 2L
SCM2055,36162,86556,336.36,45,2,Below 2L
SCM2056,13901,68025,,43,17,Above 5L
SCM2057,30498,32958,101.33,41,16,Above 5L
SCM2058,4847,99024,409.16,39,13,Below 2L
SCM2059,37260,65982,479,2,10,2L-5L
SCM2060,5338,91861,308.08,26,6,Below 2L
SCM2061,2934,25669,392.45,44,18,2L-5L
,48303,95276,266.34,47,3,2L-5L
SCM2063,45776,68636,299.09,12,10,Above 5L
SCM2064,26330,56226,6.77,12,10,Below 2L
SCM2065,7216,99034,262.19,29,0,2L-5L
SCM2066,3028,91543,287.82,17,2,Above 5L
SCM2067,28279,10897,335.06,39,17,2L-5L
SCM2068,22234,26626,84.78,32,5,No Limit
SCM2069,39362,55015,120.76,16,1,Above 5L
SCM2070,34540,23952,378.03,40,15,No Limit
SCM2071,8290,89901,83.9,9,2,2L-5L
SCM2072,23928,50384,208.07,40,5,Above 5L
SCM2073,4450,84233,125.32,43,14,Above 5L
SCM2074,34155,70442,,23,17,2L-5L
SCM2075,43786,12880,2467.2,41,8,Below 2L
SCM2076,16136,49567,426.03,28,13,Above 5L
SCM2077,28800,8409,134.81,7,7,Above 5L
SCM2078,6710,76904,184.37,35,0,Below 2L
SCM2079,42118,34931,459.32,13,16,Below 2L
SCM2080,29520,29515,449.16,28,10,Below 2L
SCM2081,25277,35832,80.35,6,3,Below 2L
SCM2082,27950,78666,414.65,24,7,Above 5L
SCM2083,39751,48627,148.87,41,13,2L-5L
SCM2084,11270,96021,271.95,29,6,Below 2L
SCM2085,49382,85119,2.65,27,10,No Limit
SCM2086,40912,4030,499.3,9,18,Above 5L
SCM2087,41170,27702,380.57,46,1,Above 5L
SCM2088,27247,85195,120.94,46,3,2L-5L
SCM2089,35602,30672,341.93,33,11,2L-5L
SCM2090,25506,70428,146.72,15,19,2L-5L
SCM2091,1166,59602,44.82,9,16,Above 5L
SCM2092,5070,67323,212.71,28,10,2L-5L
,49536,5200,306.9,14,18,2L-5L
SCM2094,23450,19885,44.98,27,17,Above 5L
SCM2095,29335,86552,259.25,23,19,Below 2L
SCM2096,40662,97583,257.48,41,17,Above 5L
SCM2097,4214,27579,314.36,19,0,Below 2L
SCM2098,28254,9751,122.4,46,12,No Limit
,45702,85697,10.42,28,8,Above 5L
SCM2100,49299,58943,,1,19,Below 2L
