Scheme_ID,Scheme_Name,Launch_Year,Sector,State_Coverage,Status,Scheme_Reach,Enrollment_Deadline
SCM1297,Stand Up India,2009,Health,Maharashtra,Inactive,Pan-India,30:21.1
SCM1298,Mahatma Gandhi National Rural Employment Guarantee Act,2008,Women Empowerment,Bihar,Merged,State-level,Open
SCM1299,Mahatma Gandhi National Rural Employment Guarantee Act,2016,Women Empowerment,Maharashtra,Revamped,Pan-India,30:21.0
SCM1300,National Health Mission,2014,Women Empowerment,Bihar,Merged,Local,30:21.1
SCM1301,Jan Dhan Yojana,2012,Entrepreneurship,Maharashtra,Active,Pan-India,30:21.0
SCM1302,Skill India,2018,Employment,Maharashtra,Inactive,Local,30:21.0
SCM1303,Stand Up India,2004,Technology,Madhya Pradesh,Revamped,Local,30:21.1
SCM1304,Smart Cities Mission,1992,,Maharashtra,Active,State-level,30:21.1
SCM1305,Make in India,1999,Women Empowerment,Madhya Pradesh,Merged,Pan-India,30:21.1
SCM1306,Pradhan Mantri Awas Yojana,2004,Employment,Karnataka,Inactive,Local,30:21.1
SCM1307,Beti Bachao Beti Padhao,2005,Manufacturing,Tamil Nadu,Merged,State-level,30:21.1
SCM1308,Ujjwala Yojana,2006,Technology,Uttar Pradesh,Inactive,State-level,30:21.1
SCM1309,Ujjwala Yojana,2008,Manufacturing,Gujarat,Inactive,Local,30:21.1
SCM1310,Make in India,2000,Education,Rajasthan,Revamped,Local,30:21.0
SCM1311,Digital India,1994,Manufacturing,Telangana,Merged,State-level,Open
SCM1312,Startup India,1994,Education,Karnataka,Active,State-level,30:21.0
SCM1313,Skill India,2003,Education,Bihar,Inactive,State-level,30:21.1
SCM1314,Saubhagya Yojana,2015,Health,Karnataka,Inactive,Local,Open
SCM1315,Stand Up India,1997,Health,Rajasthan,Active,State-level,30:21.1
SCM1316,Ayushman Bharat,1994,Health,Tamil Nadu,Active,State-level,30:21.1
SCM1317,Beti Bachao Beti Padhao,1996,Women Empowerment,West Bengal,Active,Local,30:21.1
SCM1318,AMRUT,2005,,Bihar,Active,Pan-India,30:21.1
SCM1319,Saubhagya Yojana,2003,Housing,Karnataka,Merged,State-level,30:21.0
SCM1320,Sarva Shiksha Abhiyan,1993,Health,Karnataka,Inactive,State-level,30:21.1
SCM1321,Jan Dhan Yojana,2006,Health,Bihar,Revamped,State-level,30:21.1
SCM1322,National Health Mission,1995,Health,Bihar,Active,Pan-India,30:21.0
SCM1323,Make in India,2005,Education,Tamil Nadu,Revamped,State-level,30:21.1
SCM1324,Swachh Bharat Abhiyan,2018,Employment,Maharashtra,Revamped,Local,30:21.1
SCM1325,Ujjwala Yojana,1999,Technology,Maharashtra,Revamped,Local,30:21.1
SCM1326,Pradhan Mantri Awas Yojana,2018,Employment,Bihar,Merged,State-level,30:21.1
,Pradhan Mantri Awas Yojana,2003,Employment,Gujarat,Active,State-level,30:21.1
SCM1328,Stand Up India,1993,,West Bengal,Revamped,Local,30:21.1
SCM1329,Mahatma Gandhi National Rural Employment Guarantee Act,2002,Housing,Telangana,Revamped,State-level,30:21.1
SCM1330,AMRUT,2007,Education,Karnataka,Inactive,Pan-India,30:21.0
SCM1331,Beti Bachao Beti Padhao,2022,Manufacturing,Karnataka,Active,State-level,30:21.0
SCM1332,Saubhagya Yojana,2010,Education,Uttar Pradesh,Merged,Local,30:21.1
SCM1333,Pradhan Mantri Awas Yojana,2005,Health,Rajasthan,Active,State-level,30:21.1
SCM1334,AMRUT,2004,Employment,Bihar,Active,Pan-India,30:21.1
SCM1335,Digital India,1994,Education,Gujarat,Active,Local,30:21.1
SCM1336,Make in India,1995,Housing,Telangana,Active,State-level,30:21.1
SCM1337,Ayushman Bharat,1992,Health,Maharashtra,Inactive,Pan-India,Open
SCM1338,Ujjwala Yojana,2001,Entrepreneurship,Gujarat,Revamped,State-level,30:21.1
SCM1339,AMRUT,2022,Manufacturing,Madhya Pradesh,Inactive,Pan-India,30:21.0
SCM1340,Make in India,2022,Health,Madhya Pradesh,Merged,Local,30:21.1
,PM Kisan Samman Nidhi,2020,Technology,Telangana,Revamped,State-level,30:21.1
SCM1342,Make in India,2010,,Karnataka,Active,Local,30:21.0
SCM1343,Stand Up India,2016,Education,Maharashtra,Inactive,Pan-India,30:21.1
SCM1344,National Health Mission,2016,Health,West Bengal,Active,Pan-India,30:21.0
SCM1345,PM Kisan Samman Nidhi,1997,Entrepreneurship,Gujarat,Active,State-level,30:21.1
SCM1346,Make in India,2021,Education,Telangana,Merged,Pan-India,30:21.0
SCM1347,Ujjwala Yojana,2015,Housing,Bihar,Revamped,Pan-India,30:21.1
SCM1348,AMRUT,1991,Manufacturing,Uttar Pradesh,Merged,Pan-India,Open
SCM1349,AMRUT,2001,Manufacturing,Maharashtra,Merged,Local,30:21.1
SCM1350,Digital India,2011,,Rajasthan,Revamped,State-level,Open
SCM1351,Startup India,2006,Women Empowerment,Uttar Pradesh,Merged,Pan-India,30:21.1
SCM1352,Pradhan Mantri Awas Yojana,1996,Women Empowerment,Uttar Pradesh,Revamped,Local,30:21.0
SCM1353,Make in India,1993,Technology,Karnataka,Merged,Local,30:21.1
SCM1354,Jan Dhan Yojana,2021,Women Empowerment,Tamil Nadu,Inactive,Pan-India,30:21.1
SCM1355,Make in India,2000,Manufacturing,Rajasthan,Revamped,State-level,30:21.1
SCM1356,Startup India,1990,Women Empowerment,Maharashtra,Active,State-level,30:21.1
,Mahatma Gandhi National Rural Employment Guarantee Act,2014,Education,Gujarat,Merged,State-level,30:21.1
SCM1358,Jan Dhan Yojana,2013,Employment,Rajasthan,Merged,State-level,Open
SCM1359,Pradhan Mantri Awas Yojana,2006,Technology,Karnataka,Revamped,Pan-India,30:21.1
SCM1360,Make in India,1997,Housing,Karnataka,Merged,Pan-India,30:21.1
SCM1361,Saubhagya Yojana,2016,Entrepreneurship,Uttar Pradesh,Merged,Local,30:21.1
SCM1362,Startup India,2007,Technology,West Bengal,Revamped,State-level,30:21.1
SCM1363,AMRUT,2016,Health,Rajasthan,Revamped,Local,30:21.1
SCM1364,AMRUT,2011,Women Empowerment,Karnataka,Merged,Local,30:21.0
SCM1365,Mahatma Gandhi National Rural Employment Guarantee Act,2005,Health,Rajasthan,Revamped,State-level,30:21.0
SCM1366,National Health Mission,1991,Housing,Madhya Pradesh,Merged,Local,Open
SCM1367,Ujjwala Yojana,1994,Women Empowerment,Karnataka,Merged,State-level,30:21.1
SCM1368,Sarva Shiksha Abhiyan,2007,Employment,Maharashtra,Merged,Local,30:21.1
SCM1369,Ayushman Bharat,1992,Education,Karnataka,Active,State-level,Open
SCM1370,Pradhan Mantri Awas Yojana,2016,Entrepreneurship,Gujarat,Revamped,State-level,30:21.0
SCM1371,Pradhan Mantri Awas Yojana,2006,Health,Maharashtra,Active,State-level,30:21.1
SCM1372,Smart Cities Mission,2005,Health,Bihar,Inactive,Local,30:21.0
SCM1373,Make in India,1995,Education,Karnataka,Inactive,Local,30:21.1
SCM1374,Ujjwala Yojana,1996,Employment,Karnataka,Merged,State-level,30:21.1
SCM1375,Ayushman Bharat,2003,Manufacturing,Rajasthan,Active,Pan-India,30:21.0
SCM1376,Pradhan Mantri Awas Yojana,2004,Technology,Rajasthan,Merged,State-level,30:21.0
SCM1377,Pradhan Mantri Awas Yojana,2022,Housing,Gujarat,Merged,State-level,30:21.0
SCM1378,Beti Bachao Beti Padhao,2016,Employment,Rajasthan,Merged,State-level,30:21.1
SCM1379,Jan Dhan Yojana,2018,Employment,West Bengal,Merged,Pan-India,30:21.1
SCM1380,Smart Cities Mission,1994,Employment,Madhya Pradesh,Merged,Local,Open
SCM1381,Ujjwala Yojana,2018,Employment,Telangana,Inactive,Pan-India,30:21.1
SCM1382,Saubhagya Yojana,2021,Manufacturing,Uttar Pradesh,Revamped,Local,30:21.0
SCM1383,Ujjwala Yojana,1995,,West Bengal,Revamped,State-level,30:21.1
,PM Kisan Samman Nidhi,1991,Entrepreneurship,Bihar,Revamped,Pan-India,30:21.0
SCM1385,Mahatma Gandhi National Rural Employment Guarantee Act,1995,Technology,Tamil Nadu,Inactive,State-level,30:21.0
SCM1386,Sarva Shiksha Abhiyan,1993,Employment,Madhya Pradesh,Active,Pan-India,30:21.0
SCM1387,Ayushman Bharat,2018,Technology,Karnataka,Inactive,Local,30:21.0
SCM1388,National Health Mission,2014,,Gujarat,Inactive,State-level,30:21.1
SCM1389,Beti Bachao Beti Padhao,1998,Housing,Madhya Pradesh,Active,State-level,30:21.0
SCM1390,Jan Dhan Yojana,1992,Health,Bihar,Merged,Local,30:21.1
SCM1391,Mahatma Gandhi National Rural Employment Guarantee Act,2015,Manufacturing,Rajasthan,Merged,State-level,30:21.1
SCM1392,Swachh Bharat Abhiyan,2016,Employment,Gujarat,Merged,Local,30:21.0
SCM1393,Digital India,2021,Women Empowerment,Gujarat,Active,State-level,30:21.0
SCM1394,Startup India,1990,,Gujarat,Inactive,State-level,Open
SCM1395,Sarva Shiksha Abhiyan,2005,Entrepreneurship,Telangana,Inactive,State-level,30:21.1
SCM1396,Saubhagya Yojana,2000,Entrepreneurship,Bihar,Active,Local,30:21.1
SCM1397,Smart Cities Mission,2015,Women Empowerment,Karnataka,Merged,State-level,30:21.0
SCM1398,Startup India,1990,Housing,Tamil Nadu,Active,Pan-India,30:21.0
SCM1399,Startup India,2015,Entrepreneurship,Karnataka,Inactive,State-level,Open
SCM1400,Jan Dhan Yojana,2017,Education,Bihar,Revamped,Pan-India,30:21.0
SCM1401,Make in India,1998,Housing,West Bengal,Revamped,State-level,30:21.0
SCM1402,Swachh Bharat Abhiyan,2011,Manufacturing,Telangana,Revamped,Local,30:21.1
SCM1403,Ayushman Bharat,1997,Entrepreneurship,Madhya Pradesh,Merged,Local,30:21.0
SCM1404,National Health Mission,2016,Health,Madhya Pradesh,Merged,Local,30:21.0
SCM1405,Ayushman Bharat,2008,Employment,Bihar,Merged,State-level,30:21.1
SCM1406,AMRUT,2014,Manufacturing,Telangana,Merged,State-level,30:21.0
SCM1407,Startup India,2010,Education,Rajasthan,Active,State-level,30:21.1
SCM1408,Sarva Shiksha Abhiyan,2013,Health,Karnataka,Revamped,Local,30:21.0
SCM1409,National Health Mission,2013,Manufacturing,West Bengal,Revamped,Pan-India,30:21.0
SCM1410,Digital India,2008,Education,Karnataka,Merged,Pan-India,30:21.0
SCM1411,Make in India,1991,Entrepreneurship,Uttar Pradesh,Merged,Pan-India,30:21.1
SCM1412,Ujjwala Yojana,2003,Manufacturing,Karnataka,Active,Pan-India,30:21.0
SCM1413,National Health Mission,2021,Manufacturing,Telangana,Active,State-level,30:21.1
SCM1414,Saubhagya Yojana,2021,Manufacturing,Bihar,Active,Local,30:21.1
SCM1415,Ayushman Bharat,2017,Housing,Bihar,Revamped,State-level,Open
SCM1416,Swachh Bharat Abhiyan,2002,Women Empowerment,Madhya Pradesh,Revamped,State-level,30:21.0
SCM1417,National Health Mission,2001,Health,Rajasthan,Revamped,State-level,30:21.1
SCM1418,National Health Mission,1997,Technology,Maharashtra,Revamped,Local,30:21.1
SCM1419,AMRUT,2004,Education,Bihar,Active,Local,30:21.0
SCM1420,Saubhagya Yojana,2015,Women Empowerment,Telangana,Merged,State-level,30:21.1
SCM1421,National Health Mission,2001,Entrepreneurship,Uttar Pradesh,Revamped,Local,30:21.0
SCM1422,Startup India,2016,Employment,Gujarat,Active,Pan-India,30:21.0
,Ujjwala Yojana,2007,Entrepreneurship,Telangana,Merged,State-level,30:21.0
SCM1424,Swachh Bharat Abhiyan,2016,Entrepreneurship,West Bengal,Inactive,Local,30:21.0
SCM1425,Ujjwala Yojana,1998,,Gujarat,Merged,Pan-India,30:21.1
SCM1426,Swachh Bharat Abhiyan,1990,Housing,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM1427,Digital India,1996,Manufacturing,Madhya Pradesh,Inactive,State-level,Open
SCM1428,PM Kisan Samman Nidhi,2015,Women Empowerment,Telangana,Revamped,State-level,30:21.0
SCM1429,Stand Up India,1996,Entrepreneurship,Uttar Pradesh,Active,State-level,30:21.1
SCM1430,AMRUT,1996,Health,Rajasthan,Merged,Local,30:21.1
SCM1431,Make in India,1997,Housing,Uttar Pradesh,Inactive,State-level,30:21.0
,Ayushman Bharat,2005,Education,Maharashtra,Active,Pan-India,30:21.0
SCM1433,Ujjwala Yojana,1992,Women Empowerment,Madhya Pradesh,Merged,State-level,30:21.0
SCM1434,Startup India,1999,Housing,Bihar,Revamped,State-level,30:21.0
SCM1435,AMRUT,1996,Health,Rajasthan,Merged,Pan-India,30:21.0
SCM1436,Digital India,2010,Housing,Tamil Nadu,Revamped,State-level,30:21.0
SCM1437,Saubhagya Yojana,2020,Technology,Rajasthan,Merged,Pan-India,30:21.1
SCM1438,Jan Dhan Yojana,2012,,Tamil Nadu,Merged,Pan-India,30:21.0
SCM1439,Digital India,2016,Women Empowerment,Rajasthan,Inactive,Local,30:21.1
SCM1440,PM Kisan Samman Nidhi,2011,Technology,Tamil Nadu,Inactive,Local,30:21.0
SCM1441,Make in India,2016,Technology,Bihar,Inactive,Local,30:21.1
SCM1442,Ayushman Bharat,1993,Employment,West Bengal,Revamped,State-level,30:21.1
SCM1443,Smart Cities Mission,2013,Health,Rajasthan,Merged,State-level,30:21.1
SCM1444,Smart Cities Mission,2012,Employment,Madhya Pradesh,Merged,Local,30:21.1
SCM1445,Sarva Shiksha Abhiyan,2008,Education,West Bengal,Revamped,Pan-India,30:21.1
SCM1446,Stand Up India,1992,Manufacturing,Maharashtra,Merged,State-level,30:21.1
SCM1447,Ujjwala Yojana,2016,Manufacturing,Tamil Nadu,Inactive,Local,30:21.1
SCM1448,Swachh Bharat Abhiyan,1992,Women Empowerment,Karnataka,Revamped,Pan-India,30:21.1
SCM1449,Jan Dhan Yojana,2017,Women Empowerment,Rajasthan,Revamped,Local,30:21.1
SCM1450,Ujjwala Yojana,2006,Women Empowerment,Gujarat,Merged,Pan-India,30:21.1
SCM1451,National Health Mission,2020,Technology,Gujarat,Inactive,Local,30:21.1
SCM1452,Skill India,1999,,Uttar Pradesh,Merged,Local,30:21.0
SCM1453,Digital India,2011,Health,Gujarat,Merged,State-level,30:21.0
SCM1454,PM Kisan Samman Nidhi,2019,Housing,Madhya Pradesh,Revamped,Pan-India,Open
SCM1455,Saubhagya Yojana,2010,Health,West Bengal,Revamped,Local,30:21.1
SCM1456,Beti Bachao Beti Padhao,2012,Women Empowerment,Bihar,Active,State-level,30:21.1
SCM1457,Jan Dhan Yojana,2001,Housing,Uttar Pradesh,Merged,Local,30:21.1
SCM1458,Swachh Bharat Abhiyan,2014,Manufacturing,Rajasthan,Active,Pan-India,30:21.1
SCM1459,Sarva Shiksha Abhiyan,2009,Education,Gujarat,Merged,Pan-India,30:21.0
SCM1460,Mahatma Gandhi National Rural Employment Guarantee Act,1996,Manufacturing,Gujarat,Active,Pan-India,30:21.1
SCM1461,Make in India,2018,Housing,Tamil Nadu,Merged,State-level,30:21.0
SCM1462,Make in India,2018,Health,Telangana,Revamped,Local,30:21.1
SCM1463,Skill India,2002,Entrepreneurship,Bihar,Revamped,Local,30:21.1
SCM1464,Beti Bachao Beti Padhao,1992,Education,Gujarat,Active,Pan-India,30:21.1
SCM1465,AMRUT,1991,Health,Madhya Pradesh,Active,State-level,30:21.0
SCM1466,Saubhagya Yojana,2005,Housing,Madhya Pradesh,Active,Local,30:21.0
SCM1467,Pradhan Mantri Awas Yojana,2019,Health,Tamil Nadu,Inactive,State-level,30:21.1
SCM1468,National Health Mission,1995,Women Empowerment,West Bengal,Active,Pan-India,30:21.1
SCM1469,Digital India,1996,Employment,Uttar Pradesh,Active,State-level,Open
SCM1470,Saubhagya Yojana,1994,Health,Tamil Nadu,Active,Local,30:21.0
SCM1471,Startup India,1996,Manufacturing,Gujarat,Inactive,State-level,30:21.0
SCM1472,Startup India,2023,Technology,Uttar Pradesh,Inactive,State-level,30:21.0
SCM1473,Skill India,2021,Manufacturing,Uttar Pradesh,Merged,Pan-India,30:21.0
,Ujjwala Yojana,2002,Employment,Telangana,Revamped,State-level,30:21.1
SCM1475,Digital India,2019,Education,Rajasthan,Active,State-level,30:21.0
SCM1476,Jan Dhan Yojana,2014,Health,Telangana,Active,State-level,30:21.1
SCM1477,Digital India,2010,Education,West Bengal,Revamped,Pan-India,30:21.1
SCM1478,Ayushman Bharat,2010,Entrepreneurship,Karnataka,Merged,Pan-India,30:21.0
SCM1479,Saubhagya Yojana,2017,Health,Karnataka,Merged,State-level,30:21.1
SCM1480,Saubhagya Yojana,2009,Manufacturing,Rajasthan,Active,Local,30:21.1
SCM1481,Sarva Shiksha Abhiyan,2023,Technology,Karnataka,Revamped,Pan-India,30:21.0
SCM1482,Beti Bachao Beti Padhao,1994,Manufacturing,Telangana,Active,Pan-India,30:21.0
SCM1483,Swachh Bharat Abhiyan,2007,Education,West Bengal,Active,State-level,Open
SCM1484,Digital India,2000,Housing,Uttar Pradesh,Active,State-level,30:21.1
SCM1485,Pradhan Mantri Awas Yojana,2006,Manufacturing,Karnataka,Revamped,State-level,30:21.0
SCM1486,Ayushman Bharat,2011,Housing,Tamil Nadu,Revamped,Pan-India,30:21.0
SCM1487,Saubhagya Yojana,2009,Manufacturing,Maharashtra,Merged,Pan-India,30:21.0
,National Health Mission,1995,Women Empowerment,Tamil Nadu,Revamped,Pan-India,30:21.1
SCM1489,Pradhan Mantri Awas Yojana,2023,Manufacturing,Tamil Nadu,Revamped,Local,30:21.0
SCM1490,Skill India,2003,Technology,Karnataka,Revamped,State-level,30:21.1
SCM1491,Skill India,2012,Entrepreneurship,Telangana,Inactive,Local,30:21.0
SCM1492,Ujjwala Yojana,2009,Housing,Bihar,Merged,Pan-India,30:21.1
SCM1493,Saubhagya Yojana,2002,Housing,Karnataka,Revamped,Local,30:21.0
SCM1494,Saubhagya Yojana,2021,Manufacturing,Uttar Pradesh,Active,State-level,30:21.1
SCM1495,Stand Up India,2015,Women Empowerment,Rajasthan,Inactive,Pan-India,30:21.0
SCM1496,AMRUT,2003,Housing,Bihar,Inactive,Local,30:21.0
SCM1497,Smart Cities Mission,1997,Manufacturing,Gujarat,Merged,State-level,30:21.1
SCM1498,Make in India,2011,Manufacturing,West Bengal,Inactive,State-level,30:21.1
SCM1499,Startup India,2011,Education,Maharashtra,Inactive,Local,30:21.0
SCM1500,Ayushman Bharat,2005,Health,Karnataka,Merged,State-level,30:21.1
SCM1501,Sarva Shiksha Abhiyan,2016,Housing,Bihar,Revamped,State-level,30:21.0
SCM1502,Stand Up India,1999,Technology,Madhya Pradesh,Merged,State-level,30:21.0
SCM1503,Swachh Bharat Abhiyan,2014,Employment,Bihar,Active,Pan-India,30:21.0
SCM1504,National Health Mission,2020,Education,Madhya Pradesh,Revamped,Pan-India,30:21.0
SCM1505,PM Kisan Samman Nidhi,2010,Housing,Maharashtra,Revamped,Local,30:21.0
SCM1506,Stand Up India,2016,Technology,Madhya Pradesh,Inactive,State-level,30:21.0
SCM1507,Pradhan Mantri Awas Yojana,2006,Women Empowerment,Madhya Pradesh,Revamped,State-level,30:21.1
SCM1508,Ayushman Bharat,2022,Housing,West Bengal,Inactive,State-level,30:21.0
SCM1509,AMRUT,2020,Entrepreneurship,Gujarat,Revamped,Local,30:21.1
SCM1510,Smart Cities Mission,2015,Employment,Uttar Pradesh,Merged,State-level,30:21.1
SCM1511,Ujjwala Yojana,2010,Employment,Maharashtra,Inactive,Pan-India,30:21.1
SCM1512,Jan Dhan Yojana,1990,Technology,Madhya Pradesh,Merged,State-level,30:21.1
SCM1513,AMRUT,1993,Entrepreneurship,Rajasthan,Inactive,Pan-India,30:21.1
SCM1514,Beti Bachao Beti Padhao,1993,Entrepreneurship,Tamil Nadu,Inactive,Local,30:21.0
SCM1515,Skill India,2015,Housing,Rajasthan,Inactive,Local,30:21.1
SCM1516,Ujjwala Yojana,1993,Health,Uttar Pradesh,Revamped,Local,Open
SCM1517,Beti Bachao Beti Padhao,1998,Technology,Uttar Pradesh,Revamped,State-level,30:21.1
,Startup India,2019,Entrepreneurship,Rajasthan,Merged,Local,30:21.0
SCM1519,Beti Bachao Beti Padhao,1993,Employment,Karnataka,Active,State-level,30:21.1
SCM1520,Sarva Shiksha Abhiyan,1994,Technology,Gujarat,Merged,Pan-India,30:21.1
SCM1521,Make in India,2012,Employment,Rajasthan,Active,State-level,30:21.0
SCM1522,Swachh Bharat Abhiyan,2005,Housing,Rajasthan,Inactive,Local,30:21.1
SCM1523,Startup India,2011,Technology,Telangana,Active,Pan-India,30:21.0
SCM1524,National Health Mission,1997,Health,Tamil Nadu,Active,Local,30:21.1
SCM1525,Swachh Bharat Abhiyan,2022,Manufacturing,Karnataka,Inactive,Local,30:21.1
,Pradhan Mantri Awas Yojana,2005,Technology,Maharashtra,Merged,Pan-India,30:21.1
SCM1527,Saubhagya Yojana,1994,Entrepreneurship,Rajasthan,Inactive,Local,30:21.1
SCM1528,AMRUT,2005,Entrepreneurship,Bihar,Inactive,Pan-India,30:21.0
SCM1529,Saubhagya Yojana,1996,Housing,Maharashtra,Active,Pan-India,Open
SCM1530,PM Kisan Samman Nidhi,1990,Education,West Bengal,Inactive,State-level,30:21.1
SCM1531,Ayushman Bharat,1998,Education,Tamil Nadu,Merged,Local,30:21.1
SCM1532,Skill India,2007,Health,Telangana,Active,State-level,30:21.1
SCM1533,Sarva Shiksha Abhiyan,1992,Employment,Uttar Pradesh,Merged,Pan-India,30:21.0
SCM1534,Make in India,2013,Employment,Rajasthan,Inactive,Local,30:21.0
SCM1535,Stand Up India,2017,Manufacturing,Rajasthan,Merged,Pan-India,Open
SCM1536,Mahatma Gandhi National Rural Employment Guarantee Act,1999,Employment,Madhya Pradesh,Merged,Pan-India,30:21.0
SCM1537,Jan Dhan Yojana,1998,Education,Karnataka,Inactive,State-level,30:21.0
SCM1538,Sarva Shiksha Abhiyan,2002,Education,Gujarat,Revamped,Local,30:21.1
SCM1539,Saubhagya Yojana,2024,Women Empowerment,Tamil Nadu,Merged,Local,30:21.1
SCM1540,Make in India,2012,Entrepreneurship,Karnataka,Revamped,Pan-India,30:21.0
SCM1541,Pradhan Mantri Awas Yojana,2006,Manufacturing,Tamil Nadu,Inactive,Pan-India,30:21.1
SCM1542,Pradhan Mantri Awas Yojana,1996,Health,Maharashtra,Revamped,State-level,30:21.1
SCM1543,Sarva Shiksha Abhiyan,2005,Manufacturing,Rajasthan,Revamped,Pan-India,30:21.0
SCM1544,Stand Up India,2009,Technology,Rajasthan,Revamped,Pan-India,30:21.0
SCM1545,National Health Mission,2013,Health,Rajasthan,Revamped,Pan-India,30:21.0
SCM1546,Smart Cities Mission,1994,Education,Uttar Pradesh,Merged,State-level,30:21.0
SCM1547,National Health Mission,1995,Employment,Maharashtra,Merged,Pan-India,30:21.1
SCM1548,Saubhagya Yojana,2017,Housing,Bihar,Active,State-level,30:21.1
,Pradhan Mantri Awas Yojana,1994,Manufacturing,Uttar Pradesh,Revamped,Local,30:21.1
SCM1550,Mahatma Gandhi National Rural Employment Guarantee Act,1991,Manufacturing,West Bengal,Inactive,State-level,30:21.1
SCM1551,Swachh Bharat Abhiyan,2010,Entrepreneurship,West Bengal,Merged,State-level,30:21.1
SCM1552,Ayushman Bharat,2007,Women Empowerment,Madhya Pradesh,Revamped,State-level,30:21.1
SCM1553,Pradhan Mantri Awas Yojana,2001,Women Empowerment,Maharashtra,Inactive,Local,30:21.1
,AMRUT,2006,Women Empowerment,Rajasthan,Active,State-level,30:21.1
SCM1555,Skill India,2004,Entrepreneurship,Karnataka,Inactive,State-level,30:21.0
