Scheme_ID,Target_Age_Group,Target_Gender,Caste_Eligibility,Income_Criteria
SCM1673,18-25,All,All,No Limit
SCM1674,60+,All,SC,2L-5L
SCM1675,60+,Female,SC,Above 5L
SCM1676,26-40,All,ST,2L-5L
SCM1677,18-25,Male,All,No Limit
SCM1678,18-25,Female,SC,2L-5L
SCM1679,18-25,Male,All,Below 2L
SCM1680,41-60,Female,ST,2L-5L
SCM1681,60+,Female,General,2L-5L
SCM1682,26-40,Male,ST,No Limit
SCM1683,26-40,Female,OBC,Below 2L
SCM1684,26-40,All,All,No Limit
SCM1685,26-40,Female,OBC,Below 2L
SCM1686,41-60,All,SC,No Limit
SCM1687,26-40,Female,OBC,Above 5L
SCM1688,18-25,Male,OBC,Above 5L
SCM1689,26-40,Female,OBC,Above 5L
SCM1690,18-25,Male,All,2L-5L
SCM1691,41-60,Female,SC,2L-5L
SCM1692,41-60,Female,All,Above 5L
SCM1693,60+,Female,OBC,2L-5L
SCM1694,18-25,All,OBC,Below 2L
SCM1695,41-60,Female,OBC,Above 5L
SCM1696,60+,All,ST,2L-5L
SCM1697,26-40,Male,All,No Limit
SCM1698,18-25,Female,OBC,2L-5L
SCM1699,60+,All,SC,2L-5L
SCM1700,26-40,Female,General,Below 2L
SCM1701,26-40,Female,ST,Below 2L
SCM1702,26-40,All,General,Below 2L
SCM1703,41-60,Female,OBC,Below 2L
SCM1704,26-40,Female,All,No Limit
SCM1705,41-60,Male,All,Above 5L
SCM1706,60+,Male,SC,Above 5L
SCM1707,18-25,All,ST,Above 5L
SCM1708,60+,Male,All,No Limit
SCM1709,60+,Male,All,2L-5L
,26-40,Male,ST,No Limit
SCM1711,18-25,Female,General,Above 5L
,60+,Male,OBC,2L-5L
SCM1713,41-60,All,All,No Limit
SCM1714,26-40,All,ST,2L-5L
,60+,Male,All,Above 5L
SCM1716,18-25,All,ST,No Limit
SCM1717,18-25,Female,All,Above 5L
,41-60,Female,All,2L-5L
SCM1719,18-25,All,All,Above 5L
SCM1720,26-40,All,SC,Above 5L
SCM1721,26-40,Female,SC,Above 5L
SCM1722,18-25,Male,SC,Above 5L
SCM1723,60+,Female,SC,2L-5L
SCM1724,60+,All,General,Below 2L
SCM1725,60+,All,General,Below 2L
SCM1726,41-60,All,All,Above 5L
SCM1727,18-25,Female,OBC,2L-5L
SCM1728,60+,Male,General,Below 2L
SCM1729,60+,All,ST,Above 5L
SCM1730,60+,Male,ST,2L-5L
,18-25,Female,SC,Below 2L
SCM1732,60+,Female,SC,Above 5L
SCM1733,41-60,Male,All,Above 5L
,41-60,Female,OBC,Above 5L
SCM1735,18-25,All,ST,No Limit
SCM1736,18-25,Female,SC,2L-5L
SCM1737,60+,Male,OBC,Above 5L
SCM1738,41-60,All,SC,2L-5L
SCM1739,26-40,All,All,No Limit
SCM1740,26-40,All,SC,2L-5L
SCM1741,60+,All,ST,Below 2L
SCM1742,41-60,Male,General,2L-5L
,26-40,Female,SC,Above 5L
SCM1744,60+,Male,OBC,No Limit
SCM1745,41-60,All,OBC,Above 5L
SCM1746,60+,Female,ST,2L-5L
SCM1747,18-25,Male,All,Below 2L
SCM1748,60+,Male,OBC,Above 5L
SCM1749,41-60,Male,General,2L-5L
SCM1750,60+,Male,All,No Limit
SCM1751,18-25,All,OBC,No Limit
SCM1752,41-60,Female,OBC,2L-5L
SCM1753,60+,All,SC,No Limit
SCM1754,18-25,Female,OBC,Below 2L
SCM1755,26-40,All,OBC,2L-5L
SCM1756,18-25,Male,General,No Limit
SCM1757,60+,All,General,2L-5L
,41-60,All,SC,Below 2L
SCM1759,18-25,Female,ST,No Limit
SCM1760,26-40,Male,General,2L-5L
SCM1761,18-25,Female,OBC,2L-5L
SCM1762,60+,Female,All,No Limit
SCM1763,18-25,Male,SC,Below 2L
SCM1764,41-60,Female,ST,Below 2L
SCM1765,41-60,Female,General,2L-5L
SCM1766,41-60,Female,OBC,Below 2L
SCM1767,26-40,All,OBC,Below 2L
SCM1768,41-60,Female,All,2L-5L
SCM1769,41-60,All,OBC,2L-5L
SCM1770,60+,All,ST,2L-5L
SCM1771,60+,All,General,No Limit
SCM1772,60+,Male,OBC,2L-5L
SCM1773,18-25,Female,SC,No Limit
SCM1774,26-40,Male,General,Below 2L
SCM1775,18-25,All,SC,Below 2L
SCM1776,60+,All,All,2L-5L
SCM1777,41-60,Male,ST,Below 2L
SCM1778,41-60,Male,OBC,No Limit
SCM1779,41-60,Male,General,No Limit
SCM1780,18-25,All,All,Above 5L
SCM1781,26-40,All,General,Below 2L
SCM1782,18-25,Male,OBC,Below 2L
SCM1783,60+,Female,OBC,2L-5L
SCM1784,18-25,Male,General,Below 2L
SCM1785,41-60,Female,OBC,2L-5L
SCM1786,41-60,All,ST,2L-5L
SCM1787,18-25,Female,SC,Above 5L
SCM1788,26-40,Male,General,2L-5L
SCM1789,60+,Female,General,Below 2L
SCM1790,60+,Female,All,No Limit
SCM1791,18-25,Female,SC,No Limit
SCM1792,41-60,Male,SC,No Limit
SCM1793,26-40,Male,All,2L-5L
SCM1794,60+,Male,SC,2L-5L
,60+,Male,SC,No Limit
SCM1796,18-25,Male,ST,Above 5L
SCM1797,60+,All,ST,No Limit
SCM1798,41-60,All,SC,Above 5L
SCM1799,41-60,Male,General,Above 5L
SCM1800,41-60,Male,ST,Below 2L
SCM1801,41-60,All,All,No Limit
SCM1802,18-25,Male,General,No Limit
SCM1803,18-25,All,General,2L-5L
SCM1804,60+,Male,OBC,Below 2L
SCM1805,18-25,Female,General,No Limit
SCM1806,60+,Female,General,2L-5L
SCM1807,26-40,Female,OBC,2L-5L
SCM1808,26-40,Female,SC,No Limit
SCM1809,26-40,Female,SC,2L-5L
SCM1810,41-60,Female,All,2L-5L
SCM1811,26-40,All,ST,Above 5L
SCM1812,26-40,Male,OBC,Above 5L
SCM1813,41-60,All,SC,Above 5L
SCM1814,26-40,All,OBC,Above 5L
SCM1815,26-40,Male,ST,2L-5L
SCM1816,41-60,All,General,No Limit
SCM1817,26-40,Female,OBC,No Limit
SCM1818,41-60,All,SC,2L-5L
SCM1819,60+,Male,ST,Above 5L
,18-25,All,General,No Limit
SCM1821,60+,Female,OBC,2L-5L
SCM1822,60+,Male,OBC,Above 5L
SCM1823,18-25,Female,ST,No Limit
SCM1824,41-60,All,ST,No Limit
SCM1825,41-60,Female,All,Above 5L
SCM1826,18-25,Male,General,Below 2L
SCM1827,41-60,Male,OBC,Above 5L
SCM1828,41-60,All,All,2L-5L
SCM1829,26-40,Female,All,No Limit
SCM1830,60+,All,All,2L-5L
SCM1831,60+,Female,SC,Below 2L
SCM1832,18-25,Female,All,No Limit
SCM1833,26-40,Male,General,2L-5L
SCM1834,41-60,Male,General,No Limit
SCM1835,18-25,All,All,Below 2L
,41-60,Male,ST,2L-5L
SCM1837,41-60,Male,All,No Limit
SCM1838,60+,Male,SC,2L-5L
SCM1839,41-60,Female,All,Below 2L
SCM1840,26-40,Male,All,2L-5L
SCM1841,60+,Male,ST,No Limit
SCM1842,60+,Male,ST,Below 2L
SCM1843,60+,All,General,Below 2L
SCM1844,26-40,All,General,Above 5L
SCM1845,60+,Female,All,No Limit
SCM1846,26-40,Female,General,Above 5L
SCM1847,18-25,Male,General,2L-5L
SCM1848,60+,Female,All,Below 2L
SCM1849,41-60,All,OBC,Above 5L
SCM1850,26-40,All,General,Below 2L
SCM1851,60+,Male,General,Below 2L
SCM1852,26-40,Female,ST,2L-5L
SCM1853,60+,All,All,2L-5L
SCM1854,41-60,All,All,No Limit
SCM1855,60+,Female,ST,Above 5L
SCM1856,60+,Female,General,2L-5L
SCM1857,18-25,All,OBC,2L-5L
SCM1858,26-40,All,General,Above 5L
SCM1859,26-40,Male,All,Above 5L
SCM1860,26-40,Male,OBC,Below 2L
SCM1861,26-40,All,ST,2L-5L
SCM1862,26-40,Male,OBC,Above 5L
SCM1863,41-60,Female,All,Above 5L
SCM1864,26-40,Male,All,Below 2L
SCM1865,41-60,Female,OBC,No Limit
SCM1866,18-25,All,OBC,2L-5L
SCM1867,41-60,Male,General,Above 5L
SCM1868,18-25,Male,SC,Above 5L
SCM1869,60+,Female,ST,2L-5L
SCM1870,41-60,Female,SC,Below 2L
SCM1871,18-25,Male,General,2L-5L
SCM1872,26-40,Female,OBC,Below 2L
SCM1873,26-40,All,All,No Limit
SCM1874,60+,All,ST,2L-5L
SCM1875,18-25,Female,All,Below 2L
SCM1876,18-25,Male,All,Below 2L
SCM1877,26-40,Female,ST,2L-5L
,41-60,Male,General,Above 5L
SCM1879,26-40,All,All,No Limit
,26-40,Female,ST,2L-5L
SCM1881,41-60,All,General,No Limit
SCM1882,41-60,Female,ST,Above 5L
SCM1883,60+,Female,SC,No Limit
SCM1884,60+,Female,OBC,Below 2L
SCM1885,60+,All,SC,No Limit
SCM1886,41-60,Female,SC,Above 5L
SCM1887,26-40,Male,General,2L-5L
SCM1888,41-60,All,SC,No Limit
SCM1889,41-60,Male,SC,Below 2L
SCM1890,41-60,All,General,2L-5L
SCM1891,18-25,Female,ST,Above 5L
,26-40,All,All,No Limit
SCM1893,41-60,Female,SC,Above 5L
SCM1894,60+,Male,All,2L-5L
SCM1895,60+,All,SC,Above 5L
SCM1896,26-40,Male,All,Above 5L
,60+,Female,General,Below 2L
SCM1898,60+,Female,ST,2L-5L
SCM1899,18-25,All,All,Below 2L
SCM1900,41-60,Female,OBC,2L-5L
SCM1901,60+,All,ST,No Limit
,60+,All,OBC,Above 5L
SCM1903,18-25,Male,SC,2L-5L
SCM1904,60+,All,General,No Limit
SCM1905,41-60,All,SC,Below 2L
,18-25,Male,SC,Below 2L
SCM1907,18-25,All,ST,No Limit
SCM1908,18-25,Female,OBC,No Limit
,26-40,All,ST,2L-5L
SCM1910,60+,Female,General,No Limit
SCM1911,60+,All,General,No Limit
SCM1912,41-60,Female,OBC,Above 5L
SCM1913,18-25,All,SC,No Limit
SCM1914,41-60,Female,ST,Below 2L
SCM1915,18-25,All,OBC,Above 5L
SCM1916,26-40,Female,All,Below 2L
SCM1917,26-40,Female,SC,Below 2L
SCM1918,18-25,All,ST,Above 5L
SCM1919,18-25,Male,SC,Below 2L
SCM1920,18-25,Female,SC,Above 5L
,18-25,Female,General,Below 2L
SCM1922,18-25,Male,General,No Limit
SCM1923,26-40,All,SC,2L-5L
SCM1924,26-40,Female,OBC,2L-5L
SCM1925,18-25,All,All,No Limit
SCM1926,26-40,Female,ST,2L-5L
SCM1927,60+,Male,OBC,2L-5L
SCM1928,26-40,All,OBC,2L-5L
SCM1929,60+,Male,ST,No Limit
SCM1930,41-60,Male,ST,Below 2L
SCM1931,18-25,Male,OBC,Below 2L
SCM1932,41-60,Female,General,Below 2L
SCM1933,60+,Male,All,2L-5L
SCM1934,26-40,Male,SC,No Limit
SCM1935,26-40,Male,SC,No Limit
SCM1936,18-25,Female,OBC,No Limit
SCM1937,41-60,All,General,2L-5L
SCM1938,18-25,All,ST,Above 5L
SCM1939,41-60,Male,All,Above 5L
SCM1940,60+,All,ST,2L-5L
SCM1941,41-60,Female,SC,2L-5L
SCM1942,18-25,All,SC,Above 5L
SCM1943,26-40,Female,OBC,No Limit
SCM1944,26-40,Female,SC,No Limit
SCM1945,18-25,All,ST,Above 5L
SCM1946,18-25,All,All,Above 5L
SCM1947,18-25,Male,SC,2L-5L
SCM1948,41-60,All,General,No Limit
SCM1949,18-25,Male,SC,Above 5L
SCM1950,41-60,Male,OBC,Below 2L
SCM1951,41-60,Female,All,Below 2L
SCM1952,60+,All,SC,Below 2L
SCM1953,41-60,All,All,No Limit
SCM1954,60+,All,ST,2L-5L
SCM1955,60+,Male,ST,Below 2L
SCM1956,60+,All,All,No Limit
SCM1957,41-60,Female,SC,Above 5L
SCM1958,18-25,Female,SC,Above 5L
SCM1959,41-60,Female,ST,2L-5L
SCM1960,41-60,Male,SC,2L-5L
SCM1961,18-25,All,ST,No Limit
SCM1962,41-60,Female,SC,Below 2L
SCM1963,18-25,Male,All,Below 2L
SCM1964,26-40,Female,General,Below 2L
SCM1965,26-40,All,SC,No Limit
SCM1966,26-40,Female,ST,Above 5L
SCM1967,60+,Female,General,2L-5L
SCM1968,41-60,All,ST,2L-5L
SCM1969,18-25,All,OBC,2L-5L
,41-60,All,ST,Below 2L
SCM1971,60+,Female,ST,No Limit
SCM1972,26-40,Female,All,Below 2L
SCM1973,41-60,Male,OBC,Above 5L
SCM1974,18-25,Female,SC,Above 5L
SCM1975,18-25,All,SC,Above 5L
SCM1976,60+,Male,SC,Above 5L
SCM1977,26-40,Female,All,Below 2L
SCM1978,18-25,Male,OBC,2L-5L
SCM1979,41-60,Male,ST,Above 5L
SCM1980,41-60,Male,General,2L-5L
SCM1981,26-40,Male,SC,No Limit
SCM1982,18-25,Female,OBC,Below 2L
SCM1983,18-25,Male,All,No Limit
SCM1984,26-40,Female,SC,No Limit
SCM1985,60+,Female,General,No Limit
SCM1986,60+,Male,All,2L-5L
SCM1987,41-60,Male,SC,No Limit
SCM1988,60+,All,All,No Limit
SCM1989,60+,Female,General,Above 5L
,26-40,All,OBC,Below 2L
SCM1991,41-60,Female,ST,Below 2L
SCM1992,18-25,Female,ST,2L-5L
SCM1993,26-40,Female,OBC,No Limit
SCM1994,41-60,All,OBC,Above 5L
SCM1995,60+,Male,ST,Above 5L
SCM1996,60+,All,ST,Above 5L
SCM1997,60+,Female,General,No Limit
SCM1998,18-25,All,General,No Limit
SCM1999,60+,Male,General,Above 5L
SCM2000,60+,Female,SC,Above 5L
SCM2001,41-60,Male,SC,Below 2L
SCM2002,41-60,Female,ST,Below 2L
SCM2003,41-60,All,General,Above 5L
SCM2004,41-60,Male,OBC,Below 2L
SCM2005,41-60,All,OBC,Above 5L
SCM2006,41-60,Female,General,Below 2L
SCM2007,18-25,Male,SC,Below 2L
SCM2008,26-40,Male,SC,2L-5L
SCM2009,26-40,Female,All,Below 2L
SCM2010,26-40,Female,ST,Below 2L
SCM2011,18-25,Male,All,Below 2L
SCM2012,26-40,Female,General,Above 5L
SCM2013,18-25,Female,ST,2L-5L
SCM2014,26-40,Male,OBC,Below 2L
SCM2015,18-25,Male,General,No Limit
SCM2016,41-60,Female,SC,Below 2L
SCM2017,18-25,Male,All,No Limit
SCM2018,18-25,Female,SC,Below 2L
SCM2019,18-25,Female,SC,Below 2L
SCM2020,18-25,Male,All,Above 5L
SCM2021,26-40,Female,SC,No Limit
SCM2022,41-60,All,ST,Above 5L
SCM2023,41-60,All,ST,No Limit
SCM2024,18-25,Female,ST,2L-5L
SCM2025,41-60,Male,ST,No Limit
SCM2026,26-40,Male,General,No Limit
SCM2027,26-40,Female,All,Above 5L
SCM2028,41-60,All,All,Above 5L
SCM2029,26-40,Female,ST,No Limit
SCM2030,18-25,Female,SC,Below 2L
SCM2031,41-60,Male,All,2L-5L
SCM2032,26-40,Female,OBC,Above 5L
SCM2033,41-60,All,OBC,No Limit
SCM2034,60+,All,OBC,2L-5L
SCM2035,18-25,Female,General,Above 5L
SCM2036,60+,All,SC,No Limit
,26-40,All,General,Below 2L
SCM2038,18-25,Female,OBC,No Limit
SCM2039,41-60,Female,All,Above 5L
SCM2040,60+,All,OBC,Above 5L
SCM2041,26-40,Male,General,Above 5L
SCM2042,18-25,All,OBC,No Limit
SCM2043,26-40,All,ST,Below 2L
SCM2044,60+,Male,ST,Below 2L
SCM2045,41-60,Male,General,Below 2L
SCM2046,26-40,Female,OBC,No Limit
SCM2047,41-60,Male,ST,Below 2L
SCM2048,18-25,Female,OBC,Below 2L
SCM2049,18-25,Male,ST,2L-5L
SCM2050,26-40,Female,All,2L-5L
SCM2051,41-60,All,All,Below 2L
SCM2052,41-60,Male,General,No Limit
SCM2053,60+,Male,SC,No Limit
SCM2054,26-40,Female,ST,Below 2L
SCM2055,41-60,All,ST,Below 2L
SCM2056,60+,Female,General,Above 5L
SCM2057,41-60,Male,ST,Above 5L
SCM2058,18-25,All,All,Below 2L
SCM2059,60+,Female,General,2L-5L
SCM2060,26-40,Male,SC,Below 2L
SCM2061,41-60,Male,General,2L-5L
,41-60,Male,SC,2L-5L
SCM2063,26-40,Female,All,Above 5L
SCM2064,41-60,Female,General,Below 2L
SCM2065,41-60,All,OBC,2L-5L
SCM2066,60+,Female,OBC,Above 5L
SCM2067,41-60,Male,All,2L-5L
SCM2068,26-40,All,ST,No Limit
SCM2069,18-25,All,General,Above 5L
SCM2070,60+,All,OBC,No Limit
SCM2071,26-40,Female,ST,2L-5L
SCM2072,18-25,Female,All,Above 5L
SCM2073,26-40,Female,OBC,Above 5L
SCM2074,41-60,Female,ST,2L-5L
SCM2075,60+,Female,General,Below 2L
SCM2076,26-40,Male,ST,Above 5L
SCM2077,60+,Female,OBC,Above 5L
SCM2078,60+,All,General,Below 2L
SCM2079,41-60,All,OBC,Below 2L
SCM2080,26-40,Female,General,Below 2L
SCM2081,18-25,All,SC,Below 2L
SCM2082,60+,Female,OBC,Above 5L
SCM2083,41-60,Female,SC,2L-5L
SCM2084,41-60,Male,All,Below 2L
SCM2085,18-25,All,General,No Limit
SCM2086,41-60,Male,OBC,Above 5L
SCM2087,60+,All,All,Above 5L
SCM2088,26-40,Male,All,2L-5L
SCM2089,18-25,All,ST,2L-5L
SCM2090,60+,Male,SC,2L-5L
SCM2091,18-25,Female,OBC,Above 5L
SCM2092,60+,All,General,2L-5L
,18-25,All,General,2L-5L
SCM2094,18-25,All,General,Above 5L
SCM2095,41-60,Female,ST,Below 2L
SCM2096,41-60,Male,All,Above 5L
SCM2097,60+,Male,ST,Below 2L
SCM2098,18-25,All,ST,No Limit
,41-60,Male,All,Above 5L
SCM2100,41-60,All,All,Below 2L
SCM2101,60+,Male,ST,2L-5L
SCM2102,60+,Male,OBC,Below 2L
SCM2103,41-60,Male,OBC,Above 5L
SCM2104,60+,Male,SC,Below 2L
SCM2105,60+,Male,SC,No Limit
SCM2106,41-60,Female,ST,Above 5L
SCM2107,41-60,Female,SC,Above 5L
SCM2108,26-40,Female,All,No Limit
SCM2109,41-60,All,SC,2L-5L
SCM2110,41-60,All,SC,No Limit
SCM2111,60+,Female,General,Below 2L
SCM2112,41-60,Male,All,2L-5L
SCM2113,18-25,Male,General,No Limit
SCM2114,18-25,All,General,Below 2L
SCM2115,41-60,Male,SC,No Limit
SCM2116,60+,Male,ST,Above 5L
SCM2117,41-60,Male,All,Below 2L
SCM2118,26-40,Male,All,2L-5L
SCM2119,18-25,All,General,No Limit
SCM2120,26-40,Male,All,Above 5L
SCM2121,60+,All,ST,Below 2L
SCM2122,18-25,Male,SC,No Limit
SCM2123,41-60,Male,ST,No Limit
SCM2124,26-40,All,General,2L-5L
SCM2125,60+,Female,All,Above 5L
SCM2126,60+,Male,ST,Below 2L
SCM2127,41-60,Male,ST,Below 2L
SCM2128,41-60,Male,OBC,Above 5L
SCM2129,26-40,Male,OBC,Below 2L
SCM2130,26-40,All,ST,Above 5L
SCM2131,41-60,Female,All,Above 5L
SCM2132,41-60,Male,ST,No Limit
SCM2133,60+,Female,ST,2L-5L
SCM2134,26-40,Male,OBC,Below 2L
SCM2135,41-60,Female,General,Above 5L
SCM2136,18-25,All,SC,Above 5L
SCM2137,26-40,All,SC,Above 5L
SCM2138,18-25,Male,General,Below 2L
SCM2139,26-40,Female,SC,2L-5L
SCM2140,41-60,Male,General,Above 5L
SCM2141,26-40,All,All,Above 5L
SCM2142,26-40,All,OBC,2L-5L
SCM2143,41-60,All,All,Above 5L
SCM2144,41-60,All,All,No Limit
SCM2145,26-40,All,SC,2L-5L
SCM2146,26-40,Female,SC,Above 5L
SCM2147,60+,All,SC,2L-5L
SCM2148,18-25,Female,General,Above 5L
SCM2149,26-40,All,General,Below 2L
SCM2150,41-60,Female,All,Below 2L
SCM2151,26-40,Female,All,No Limit
SCM2152,26-40,Female,ST,No Limit
SCM2153,18-25,Female,General,2L-5L
SCM2154,60+,Male,SC,Below 2L
SCM2155,60+,Male,OBC,Below 2L
SCM2156,60+,Female,General,No Limit
SCM2157,26-40,Male,All,Above 5L
SCM2158,41-60,Male,All,Above 5L
SCM2159,60+,Male,All,2L-5L
SCM2160,26-40,Female,SC,Above 5L
SCM2161,26-40,All,All,Below 2L
SCM2162,60+,All,ST,Below 2L
SCM2163,26-40,All,General,Below 2L
SCM2164,26-40,All,OBC,No Limit
SCM2165,41-60,Male,ST,Above 5L
SCM2166,18-25,Male,SC,Below 2L
SCM2167,26-40,All,All,No Limit
SCM2168,41-60,Female,SC,Below 2L
,18-25,Male,SC,Above 5L
SCM2170,26-40,All,General,No Limit
SCM2171,26-40,Male,SC,Below 2L
SCM2172,60+,Male,All,Below 2L
SCM2173,18-25,All,General,Below 2L
,18-25,All,General,2L-5L
SCM2175,26-40,Female,All,Above 5L
SCM2176,41-60,All,SC,Below 2L
SCM2177,26-40,Female,General,2L-5L
SCM2178,60+,Male,All,Above 5L
SCM2179,26-40,Male,All,No Limit
SCM2180,26-40,Female,ST,Above 5L
SCM2181,18-25,Female,ST,Below 2L
SCM2182,26-40,All,SC,Above 5L
SCM2183,18-25,Female,All,2L-5L
SCM2184,18-25,Male,OBC,Above 5L
SCM2185,41-60,Male,OBC,Below 2L
SCM2186,18-25,Male,All,2L-5L
SCM2187,18-25,Female,ST,No Limit
,41-60,Female,SC,Above 5L
SCM2189,41-60,Female,ST,2L-5L
SCM2190,18-25,All,OBC,Above 5L
SCM2191,26-40,Male,General,Below 2L
SCM2192,41-60,Male,ST,2L-5L
SCM2193,18-25,Female,All,2L-5L
SCM2194,26-40,Female,ST,Above 5L
SCM2195,18-25,All,SC,Below 2L
SCM2196,18-25,All,OBC,No Limit
SCM2197,26-40,All,SC,Above 5L
SCM2198,41-60,Female,General,2L-5L
SCM2199,60+,Male,OBC,Below 2L
SCM2200,18-25,Female,ST,Below 2L
SCM2201,18-25,All,SC,2L-5L
SCM2202,60+,Male,ST,No Limit
,18-25,All,SC,No Limit
SCM2204,41-60,All,ST,No Limit
SCM2205,26-40,Female,OBC,Above 5L
SCM2206,18-25,Male,SC,2L-5L
SCM2207,18-25,All,SC,Above 5L
SCM2208,18-25,Male,General,No Limit
SCM2209,18-25,Male,General,No Limit
SCM2210,18-25,All,OBC,Below 2L
SCM2211,18-25,All,OBC,2L-5L
SCM2212,18-25,All,All,2L-5L
SCM2213,26-40,All,OBC,No Limit
SCM2214,18-25,Male,General,Above 5L
SCM2215,60+,All,General,Below 2L
SCM2216,41-60,All,ST,2L-5L
,18-25,All,ST,No Limit
SCM2218,41-60,Female,SC,Above 5L
SCM2219,26-40,All,General,No Limit
SCM2220,18-25,Male,General,No Limit
SCM2221,18-25,Male,All,2L-5L
SCM2222,26-40,All,ST,2L-5L
SCM2223,26-40,Female,OBC,Above 5L
SCM2224,60+,All,All,No Limit
SCM2225,26-40,Female,All,Below 2L
SCM2226,18-25,Female,General,No Limit
SCM2227,41-60,Male,SC,Below 2L
SCM2228,41-60,Male,OBC,Below 2L
SCM2229,18-25,Female,ST,Below 2L
SCM2230,18-25,Male,All,Above 5L
SCM2231,41-60,Male,General,Above 5L
SCM2232,18-25,All,General,Above 5L
SCM2233,60+,Female,OBC,Above 5L
SCM2234,41-60,Male,OBC,2L-5L
SCM2235,60+,All,General,No Limit
SCM2236,26-40,Female,General,No Limit
SCM2237,60+,All,All,2L-5L
,60+,All,OBC,2L-5L
SCM2239,18-25,All,All,Above 5L
SCM2240,41-60,Female,OBC,Below 2L
SCM2241,60+,All,General,Above 5L
SCM2242,18-25,Male,SC,2L-5L
SCM2243,26-40,Male,All,No Limit
SCM2244,26-40,Female,ST,Below 2L
SCM2245,18-25,Male,All,Above 5L
SCM2246,18-25,Female,All,Above 5L
SCM2247,41-60,Male,SC,2L-5L
SCM2248,26-40,All,General,No Limit
SCM2249,18-25,All,General,Above 5L
SCM2250,18-25,Female,ST,Above 5L
SCM2251,60+,Female,General,Below 2L
SCM2252,41-60,Female,OBC,Above 5L
SCM2253,26-40,Male,OBC,Above 5L
SCM2254,41-60,All,ST,No Limit
SCM2255,60+,Female,All,2L-5L
SCM2256,18-25,All,SC,2L-5L
SCM2257,26-40,All,All,2L-5L
SCM2258,26-40,Female,ST,Below 2L
SCM2259,26-40,All,General,Above 5L
SCM2260,60+,All,ST,No Limit
SCM2261,41-60,Male,All,Below 2L
SCM2262,18-25,Female,ST,2L-5L
SCM2263,60+,Male,ST,No Limit
SCM2264,26-40,Male,All,Below 2L
SCM2265,26-40,Male,General,Above 5L
SCM2266,18-25,Male,SC,Below 2L
SCM2267,60+,All,ST,No Limit
,26-40,All,ST,2L-5L
SCM2269,18-25,Male,SC,No Limit
SCM2270,18-25,All,OBC,Below 2L
SCM2271,18-25,All,SC,No Limit
SCM2272,41-60,Male,SC,2L-5L
SCM2273,41-60,Male,All,Above 5L
SCM2274,26-40,All,All,Below 2L
SCM2275,26-40,Male,OBC,No Limit
SCM2276,18-25,All,ST,Below 2L
,60+,Male,ST,Above 5L
SCM2278,60+,All,General,No Limit
SCM2279,60+,Female,All,2L-5L
SCM2280,41-60,Male,General,2L-5L
SCM2281,60+,All,SC,2L-5L
SCM2282,18-25,Male,OBC,Above 5L
SCM2283,60+,All,SC,Below 2L
SCM2284,41-60,All,All,2L-5L
SCM2285,18-25,Male,OBC,Below 2L
SCM2286,26-40,All,ST,2L-5L
SCM2287,41-60,All,SC,Above 5L
SCM2288,60+,Female,All,Below 2L
SCM2289,60+,Male,ST,Above 5L
SCM2290,60+,All,SC,2L-5L
SCM2291,18-25,All,General,No Limit
SCM2292,41-60,All,ST,2L-5L
SCM2293,60+,Female,ST,No Limit
SCM2294,60+,Male,OBC,Above 5L
SCM2295,41-60,All,SC,No Limit
SCM2296,18-25,Male,OBC,No Limit
SCM2297,60+,All,SC,No Limit
SCM2298,60+,Male,General,Above 5L
SCM2299,18-25,All,All,No Limit
SCM2300,18-25,Male,SC,Below 2L
SCM2301,41-60,Female,OBC,2L-5L
SCM2302,60+,All,ST,No Limit
SCM2303,18-25,Female,ST,No Limit
SCM2304,18-25,All,ST,Below 2L
SCM2305,26-40,Female,SC,2L-5L
SCM2306,60+,All,All,Above 5L
SCM2307,41-60,Male,SC,Above 5L
SCM2308,41-60,Male,OBC,2L-5L
,26-40,Female,ST,Below 2L
SCM2310,26-40,All,OBC,2L-5L
SCM2311,60+,All,General,Above 5L
SCM2312,60+,Male,ST,Above 5L
SCM2313,41-60,All,OBC,Above 5L
SCM2314,41-60,Female,All,2L-5L
SCM2315,18-25,All,SC,Below 2L
SCM2316,26-40,Male,ST,Below 2L
SCM2317,26-40,Male,All,Below 2L
SCM2318,41-60,Male,OBC,Below 2L
SCM2319,60+,All,General,Below 2L
SCM2320,18-25,Female,SC,Above 5L
SCM2321,26-40,Male,SC,No Limit
SCM2322,60+,Male,SC,Below 2L
SCM2323,41-60,Female,All,Below 2L
SCM2324,41-60,All,ST,Below 2L
SCM2325,60+,All,SC,Above 5L
,41-60,Female,ST,Above 5L
SCM2327,26-40,Female,All,2L-5L
SCM2328,26-40,Male,All,2L-5L
SCM2329,26-40,All,OBC,No Limit
SCM2330,26-40,Male,ST,Below 2L
SCM2331,60+,Male,SC,Above 5L
SCM2332,18-25,Male,SC,No Limit
SCM2333,18-25,Female,SC,No Limit
SCM2334,26-40,Female,All,2L-5L
SCM2335,60+,Female,SC,Below 2L
SCM2336,41-60,Female,ST,No Limit
SCM2337,41-60,Female,OBC,No Limit
SCM2338,41-60,All,All,Below 2L
SCM2339,26-40,Male,SC,No Limit
SCM2340,18-25,Female,General,Below 2L
SCM2341,41-60,Male,SC,Below 2L
SCM2342,18-25,Female,General,Above 5L
,60+,All,OBC,Below 2L
SCM2344,18-25,Male,ST,Below 2L
SCM2345,26-40,Male,All,Above 5L
