Scheme_ID,Feedback_Rating,Approval_Rate,Implementation_Score,Success_Rate,Application_Mode,Required_Documents,Scheme_Objective
SCM1320,3,83.8,2.82,85.09,Online,"Caste Certificate, Income Certificate",Women empowerment
SCM1321,2,69.21,6.69,81.19,Online,"Aadhaar, Income Certificate",Employment generation
SCM1322,1,54.51,4.51,75.23,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM1323,2,57.21,3.18,56.09,Offline,"Ration Card, Aadhaar",Startup support
SCM1324,3,77.39,8.05,45.85,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM1325,1,61.92,4.28,66.11,Online,None,Housing for all
SCM1326,4,72.48,1.13,87.2,Both,"Aadhaar, PAN, Bank Passbook",Financial inclusion
,2,70.37,8.66,70.3,Online,"Aadhaar, Income Certificate",Housing for all
SCM1328,2,78.53,3.83,97.91,Online,None,Employment generation
SCM1329,2,66.67,8.4,31.08,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM1330,3,73.03,5.92,99.88,Both,"Ration Card, Aadhaar",Employment generation
SCM1331,2,79.1,8.93,78.4,Both,None,Startup support
SCM1332,4,79.7,4.76,88.29,Online,"Aadhaar, Income Certificate",Startup support
SCM1333,1,73.39,2.53,53.45,Both,"Ration Card, Aadhaar",Technology adoption
SCM1334,1,85.71,1.16,65.58,Both,"Ration Card, Aadhaar",Startup support
SCM1335,3,69.51,8.01,85.79,Both,"Aadhaar, Income Certificate",Health insurance coverage
SCM1336,3,89.4,8.01,83.25,Offline,"Ration Card, Aadhaar",Employment generation
SCM1337,4,99.23,2.76,53.38,Online,None,Startup support
SCM1338,2,87.96,9.6,52.71,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM1339,4,89,9.54,76.4,Online,"Ration Card, Aadhaar",Financial inclusion
SCM1340,3,93.61,4.29,95.36,Both,"Aadhaar, Income Certificate",Education access
,2,55.17,2.33,60.72,Online,"Ration Card, Aadhaar",Sanitation awareness
SCM1342,2,78.06,3.56,54.71,Offline,"Ration Card, Aadhaar",Housing for all
SCM1343,3,83.59,9.36,92.63,Offline,"Caste Certificate, Income Certificate",Startup support
SCM1344,2,95.76,6.48,77.81,Online,"Caste Certificate, Income Certificate",Skill development
SCM1345,4,91.67,9.23,57.18,Online,"Aadhaar, Income Certificate",Housing for all
SCM1346,4,69.46,1.21,34.01,Both,"Ration Card, Aadhaar",Sanitation awareness
SCM1347,2,65.6,9.92,80.5,Offline,None,Education access
SCM1348,2,64.81,6.65,54.7,Both,None,Women empowerment
SCM1349,2,62.51,2.67,34.94,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM1350,1,65.46,5.56,72.86,Both,"Ration Card, Aadhaar",Financial inclusion
SCM1351,3,86.71,8.38,52.61,Offline,"Aadhaar, Income Certificate",Skill development
SCM1352,4,55.78,2.27,53.69,Online,"Caste Certificate, Income Certificate",Startup support
SCM1353,4,86.73,6.48,63.54,Online,"Ration Card, Aadhaar",Employment generation
SCM1354,1,59.72,7.24,80.22,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM1355,2,81.2,4.72,,Offline,None,Startup support
SCM1356,3,79.8,5.87,35.67,Offline,"Ration Card, Aadhaar",Health insurance coverage
,3,79.63,8.54,59.71,Online,"Ration Card, Aadhaar",Startup support
SCM1358,4,65.53,9.57,33.84,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM1359,3,57.5,5.99,78.81,Offline,None,Financial inclusion
SCM1360,2,89.6,7.32,,Online,"Aadhaar, Income Certificate",Employment generation
SCM1361,3,62.09,3.91,76.11,Both,None,Education access
SCM1362,3,53.98,4.01,49.28,Offline,None,Education access
SCM1363,1,57.93,9,42.72,Both,None,Technology adoption
SCM1364,3,55.71,1.89,46.29,Both,"Ration Card, Aadhaar",Housing for all
SCM1365,4,85.74,2.85,45.51,Online,"Caste Certificate, Income Certificate",Housing for all
SCM1366,4,87.26,3.43,51.97,Online,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM1367,4,66.9,1.85,36.81,Offline,"Ration Card, Aadhaar",Employment generation
SCM1368,1,88.24,7.01,92.7,Both,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM1369,4,91.92,9.16,91.96,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM1370,2,73.86,1.24,73.07,Online,"Aadhaar, Income Certificate",Employment generation
SCM1371,3,91.35,3.27,34.33,Online,"Ration Card, Aadhaar",Women empowerment
SCM1372,4,75.2,9.29,86.28,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM1373,2,90.46,5.19,34.33,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM1374,2,72.06,8.97,37.45,Offline,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM1375,4,52.95,9.5,52.77,Online,"Ration Card, Aadhaar",Women empowerment
SCM1376,3,61.02,9.92,60.2,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM1377,2,65.18,4.56,54.77,Offline,"Ration Card, Aadhaar",Education access
SCM1378,2,72.03,4.09,41.57,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM1379,3,73.73,7.74,37.85,Online,"Caste Certificate, Income Certificate",Employment generation
SCM1380,3,98.78,6.35,90.16,Offline,"Ration Card, Aadhaar",Employment generation
SCM1381,3,73.77,6.93,55.42,Offline,"Aadhaar, Income Certificate",Employment generation
SCM1382,1,68.58,5.79,45.3,Offline,"Aadhaar, Income Certificate",Skill development
SCM1383,2,68.04,5.63,64.09,Both,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
,4,94.29,3.83,32.58,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM1385,2,69.25,6.36,72.02,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM1386,4,89.26,3.41,47.39,Both,"Ration Card, Aadhaar",Financial inclusion
SCM1387,1,62.46,4.2,71.87,Online,"Aadhaar, PAN, Bank Passbook",Startup support
SCM1388,2,71.45,6.68,72.99,Offline,None,Education access
SCM1389,3,78.69,6.73,86.65,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM1390,3,78.22,6.19,46.09,Both,None,Startup support
SCM1391,2,78.98,7.07,62.44,Offline,"Aadhaar, Income Certificate",Skill development
SCM1392,4,87.07,4.71,97.33,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM1393,4,75.51,6.35,80.9,Both,"Ration Card, Aadhaar",Housing for all
SCM1394,2,59.16,1.86,98.27,Both,"Caste Certificate, Income Certificate",Health insurance coverage
SCM1395,4,79.05,5.35,94.92,Both,"Caste Certificate, Income Certificate",Startup support
SCM1396,2,64.9,6.27,72.75,Both,"Aadhaar, Income Certificate",Housing for all
SCM1397,3,65.03,4.8,48.48,Offline,"Ration Card, Aadhaar",Startup support
SCM1398,4,56.43,1.15,82.98,Online,None,Skill development
SCM1399,4,95.5,7.31,78.87,Both,None,Startup support
SCM1400,2,53.24,5.1,,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM1401,4,51.89,2.4,78.85,Offline,"Caste Certificate, Income Certificate",Health insurance coverage
SCM1402,2,86.24,9.75,72.95,Offline,None,Technology adoption
SCM1403,3,85.24,9.48,66.36,Offline,"Ration Card, Aadhaar",Education access
SCM1404,3,67.53,2.43,59.12,Online,None,Technology adoption
SCM1405,3,87.03,7.36,,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM1406,2,74.39,5.66,90.6,Both,"Aadhaar, Income Certificate",Women empowerment
SCM1407,2,86.41,3.6,90.59,Offline,None,Startup support
SCM1408,1,77.29,7.16,71.58,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM1409,1,86.62,5.03,48.75,Both,"Aadhaar, Income Certificate",Health insurance coverage
SCM1410,3,88.63,9.09,31.97,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM1411,4,64.18,7.33,30.1,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM1412,4,69.26,5.57,35.1,Online,"Ration Card, Aadhaar",Skill development
SCM1413,3,75.22,5.07,55.19,Online,"Ration Card, Aadhaar",Technology adoption
SCM1414,3,59.53,1.28,43.19,Both,"Ration Card, Aadhaar",Skill development
SCM1415,2,98.52,2.45,48.55,Online,None,Startup support
SCM1416,1,96.21,1.41,78.98,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM1417,4,88.85,1.57,97.14,Online,"Ration Card, Aadhaar",Health insurance coverage
SCM1418,3,59.91,1.6,44.47,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM1419,4,72.65,1.13,62.6,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM1420,2,96.36,8.12,99.4,Both,None,Education access
SCM1421,2,80.61,5.31,95.22,Offline,"Caste Certificate, Income Certificate",Financial inclusion
SCM1422,2,69.27,7.74,54.66,Online,"Ration Card, Aadhaar",Women empowerment
,4,54.58,2.51,52.38,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM1424,2,55.01,8.57,46.95,Online,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM1425,4,83.91,1.85,40.88,Offline,None,Financial inclusion
SCM1426,2,65.58,3.9,62.2,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM1427,4,74.84,4.34,53.88,Both,"Ration Card, Aadhaar",Financial inclusion
SCM1428,1,87.58,3.12,82.14,Both,"Ration Card, Aadhaar",Sanitation awareness
SCM1429,2,59.14,2.24,46.58,Both,"Aadhaar, Income Certificate",Technology adoption
SCM1430,3,53.88,6.65,81.54,Online,None,Employment generation
SCM1431,3,68.83,1.08,50.17,Offline,None,Housing for all
,4,58.12,8.12,71.49,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM1433,3,75.52,1.38,74.69,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM1434,4,77.64,9.68,77.02,Offline,"Caste Certificate, Income Certificate",Startup support
SCM1435,3,55.53,8.81,42.27,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM1436,3,89.64,4.73,49.79,Both,"Aadhaar, Income Certificate",Startup support
SCM1437,2,51.17,2.28,,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM1438,1,67.21,8.84,70.33,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM1439,3,52.34,6.8,35.3,Online,"Caste Certificate, Income Certificate",Women empowerment
SCM1440,1,85.35,5.54,66.28,Offline,"Ration Card, Aadhaar",Women empowerment
SCM1441,2,93.93,3.87,36.12,Offline,None,Employment generation
SCM1442,4,67.41,6.05,53.59,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM1443,1,66.41,4.74,78.07,Offline,None,Startup support
SCM1444,2,84.72,5.19,58.88,Offline,None,Employment generation
SCM1445,4,93.58,8.61,49.62,Offline,"Caste Certificate, Income Certificate",Skill development
SCM1446,2,94.36,9.57,73.11,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM1447,4,79.21,9.66,81.82,Both,"Caste Certificate, Income Certificate",Startup support
SCM1448,3,79.7,9.17,47.82,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM1449,3,80.97,8.22,50.96,Both,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM1450,3,75.41,5.08,74.82,Online,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM1451,3,76.55,1.79,97.57,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM1452,1,54.73,6.68,44.97,Online,"Aadhaar, Income Certificate",Skill development
SCM1453,1,99.13,4.62,75.8,Both,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM1454,2,53.09,7.18,93.46,Offline,None,Employment generation
SCM1455,4,74.02,2.99,62.34,Both,None,Skill development
SCM1456,4,89.27,7.88,52.18,Both,"Ration Card, Aadhaar",Housing for all
SCM1457,1,79.15,2.54,76.68,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM1458,2,54.81,8.28,32.2,Both,None,Health insurance coverage
SCM1459,2,77.77,9.21,55.21,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM1460,2,95.27,9.1,,Offline,"Aadhaar, Income Certificate",Women empowerment
SCM1461,2,81.1,4.12,45.72,Online,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM1462,3,88.97,4.51,42.58,Offline,"Ration Card, Aadhaar",Housing for all
SCM1463,4,73.12,8.54,81.59,Both,None,Health insurance coverage
SCM1464,4,65.6,7.23,96.86,Offline,"Aadhaar, Income Certificate",Financial inclusion
SCM1465,4,60.01,5.74,56.93,Offline,"Aadhaar, Income Certificate",Housing for all
SCM1466,2,92.46,9.65,33.44,Both,"Caste Certificate, Income Certificate",Employment generation
SCM1467,3,85.33,5.65,80.32,Online,"Ration Card, Aadhaar",Women empowerment
SCM1468,2,58.89,3.19,67.67,Offline,"Ration Card, Aadhaar",Women empowerment
SCM1469,3,77.59,7.12,80.66,Offline,"Caste Certificate, Income Certificate",Education access
SCM1470,3,85.48,5.61,,Offline,None,Employment generation
SCM1471,4,78.4,2.84,93.38,Offline,"Aadhaar, Income Certificate",Employment generation
SCM1472,1,97.47,2.37,39.83,Offline,None,Startup support
SCM1473,1,59.24,4.2,,Offline,"Aadhaar, PAN, Bank Passbook",Startup support
,4,85.72,9.74,53.91,Offline,None,Housing for all
SCM1475,2,80.83,2.31,64.4,Both,"Aadhaar, Income Certificate",Technology adoption
SCM1476,3,95.95,5.24,94.8,Both,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM1477,4,93.13,3.94,93.49,Offline,"Ration Card, Aadhaar",Women empowerment
SCM1478,4,82.42,9.49,91.03,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM1479,2,71.8,4.4,45.58,Both,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM1480,4,58.2,3.04,81.08,Both,"Aadhaar, Income Certificate",Skill development
SCM1481,1,90.14,5.3,56.84,Both,None,Financial inclusion
SCM1482,2,91.22,2.38,95.18,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM1483,1,68.11,4.41,45.02,Online,None,Women empowerment
SCM1484,4,61.31,7.59,39.89,Online,"Aadhaar, Income Certificate",Employment generation
SCM1485,3,96.58,6.39,88.97,Online,"Ration Card, Aadhaar",Employment generation
SCM1486,4,73.44,1.1,,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM1487,4,86.81,5.48,87.5,Online,"Caste Certificate, Income Certificate",Women empowerment
,3,81.08,8.32,41.06,Both,"Aadhaar, Income Certificate",Skill development
SCM1489,3,84.98,6.07,91.94,Both,"Aadhaar, Income Certificate",Startup support
SCM1490,3,50.93,5.23,77.43,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM1491,2,81.31,4.74,75.61,Online,"Ration Card, Aadhaar",Sanitation awareness
SCM1492,3,77.48,5.83,70.78,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM1493,1,87.67,1.67,83.54,Both,"Ration Card, Aadhaar",Education access
SCM1494,2,96.89,8.2,59.09,Both,None,Sanitation awareness
SCM1495,4,91.5,8.71,39.3,Both,"Ration Card, Aadhaar",Sanitation awareness
SCM1496,1,72.11,6.33,67.75,Online,"Ration Card, Aadhaar",Education access
SCM1497,1,79.78,9.81,82.37,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM1498,3,61.93,6,40.76,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM1499,2,50.12,1.24,45.68,Offline,None,Housing for all
SCM1500,1,57.26,5.17,78.76,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM1501,4,53.61,4.6,48.88,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM1502,4,87.49,2.75,41.9,Online,"Aadhaar, Income Certificate",Skill development
SCM1503,4,59.38,5.81,92.26,Offline,"Ration Card, Aadhaar",Education access
SCM1504,3,55.57,5.09,41.26,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM1505,4,64.25,2.54,54.09,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM1506,4,96.68,5.55,,Both,"Ration Card, Aadhaar",Skill development
SCM1507,4,63.74,8.51,,Both,None,Sanitation awareness
SCM1508,3,82.84,5.58,55.29,Online,"Caste Certificate, Income Certificate",Startup support
SCM1509,2,91.68,2.96,93.88,Online,"Aadhaar, Income Certificate",Education access
SCM1510,2,91.45,7.17,76.1,Offline,"Caste Certificate, Income Certificate",Startup support
SCM1511,3,97.19,8.83,,Both,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM1512,2,68.12,4.11,55.04,Online,None,Health insurance coverage
SCM1513,2,74.4,1.64,65.21,Both,"Caste Certificate, Income Certificate",Employment generation
SCM1514,3,61.88,9.23,32.36,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM1515,2,53.25,7.14,94.86,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM1516,2,98.91,9.92,45.63,Online,None,Education access
SCM1517,4,93.33,7.25,78.83,Online,"Aadhaar, Income Certificate",Startup support
,3,65.75,2.12,84.44,Online,"Aadhaar, Income Certificate",Employment generation
SCM1519,3,89.5,4.9,87.92,Offline,"Aadhaar, Income Certificate",Housing for all
SCM1520,4,91.49,1.39,41.59,Both,None,Technology adoption
SCM1521,1,62.26,4.07,67.57,Both,"Caste Certificate, Income Certificate",Women empowerment
SCM1522,3,96.69,8.07,35.86,Both,"Ration Card, Aadhaar",Women empowerment
SCM1523,1,66.02,6,86.34,Both,None,Housing for all
SCM1524,2,78.4,5.13,64.05,Both,None,Housing for all
SCM1525,3,89.88,8.63,41.09,Offline,"Aadhaar, Income Certificate",Housing for all
,2,79.5,2.59,80.31,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM1527,3,62.97,5.85,53.18,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM1528,3,96.64,6.83,38.02,Online,"Ration Card, Aadhaar",Sanitation awareness
SCM1529,3,50.17,9.33,62.28,Both,None,Women empowerment
SCM1530,1,76.24,2.47,46.47,Online,"Ration Card, Aadhaar",Startup support
SCM1531,3,52.24,7.36,96.52,Both,"Aadhaar, Income Certificate",Startup support
SCM1532,4,82.74,1.41,55.3,Offline,None,Technology adoption
SCM1533,3,52.12,6.11,70.07,Offline,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM1534,1,52.83,6.8,96.39,Online,"Ration Card, Aadhaar",Startup support
SCM1535,3,74.66,8.56,,Offline,"Caste Certificate, Income Certificate",Skill development
SCM1536,1,84.39,3.91,55.07,Offline,"Ration Card, Aadhaar",Technology adoption
SCM1537,2,71.05,7.27,41.37,Offline,"Ration Card, Aadhaar",Women empowerment
SCM1538,4,95.7,1.83,95.68,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM1539,4,96.35,3,86.05,Online,"Ration Card, Aadhaar",Education access
SCM1540,1,72.44,7.96,45.47,Both,"Aadhaar, Income Certificate",Sanitation awareness
SCM1541,2,80.11,9.03,53.29,Online,"Aadhaar, Income Certificate",Housing for all
SCM1542,4,98.95,1.15,94.04,Offline,None,Housing for all
SCM1543,3,91.09,2.5,67.61,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM1544,4,56.72,2.89,68.94,Online,"Aadhaar, Income Certificate",Health insurance coverage
SCM1545,1,53.56,5.67,75.37,Online,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM1546,2,78.47,2.39,83.35,Both,"Aadhaar, Income Certificate",Technology adoption
SCM1547,2,92.13,9.78,,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM1548,1,87.86,4.49,86.16,Offline,"Caste Certificate, Income Certificate",Startup support
,3,81.33,2.29,95.42,Online,"Aadhaar, Income Certificate",Education access
SCM1550,2,91.75,7.97,87.44,Offline,None,Technology adoption
SCM1551,1,56.51,6.06,33.25,Both,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM1552,2,73.54,9.23,38.23,Offline,"Aadhaar, Income Certificate",Skill development
SCM1553,2,89.47,9.42,91.94,Offline,"Caste Certificate, Income Certificate",Employment generation
,1,58,8.7,31.94,Online,"Ration Card, Aadhaar",Housing for all
SCM1555,1,68.67,6.08,85.59,Both,None,Sanitation awareness
SCM1556,3,72.96,3,89.49,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM1557,3,53.75,4.86,59.08,Both,None,Skill development
,2,51.13,5.34,54.84,Online,"Ration Card, Aadhaar",Technology adoption
SCM1559,3,75.38,9.78,43.61,Both,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM1560,2,95.35,3.27,33.42,Online,None,Employment generation
SCM1561,1,55.13,4.91,82.18,Online,"Aadhaar, Income Certificate",Employment generation
SCM1562,1,56.47,6.06,35.16,Both,None,Health insurance coverage
SCM1563,3,52.88,4.52,96.13,Online,"Ration Card, Aadhaar",Startup support
SCM1564,2,68.11,2.09,,Online,None,Housing for all
,3,69.7,9.01,85.6,Both,"Ration Card, Aadhaar",Employment generation
SCM1566,4,99.17,8.21,34.18,Both,"Caste Certificate, Income Certificate",Education access
SCM1567,4,91.14,3.31,67.54,Offline,None,Employment generation
,4,68.28,5.03,54.44,Offline,None,Women empowerment
SCM1569,4,69.04,7.62,32.1,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM1570,2,70.81,9.76,75.91,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM1571,2,79.52,2.51,96.02,Offline,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
